stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
CS홀딩스,10년 9월,5,2,-2,44.61,-42.18,-178.17,0.52,0
CS홀딩스,10년 12월,-,-,-,-,-,-,0.42,-
CS홀딩스,11년 3월,12,6,5,54.73,40.97,107.11,0.41,0
CS홀딩스,11년 6월,6,1,2,18.45,40.96,225.78,0.35,0
CS홀딩스,11년 9월,5,-1,2,-24.44,51.91,147.41,0.25,0
CS홀딩스,11년 12월,-,-,-,-,-,-,0.25,-
CS홀딩스,12년 3월,387,56,28,14.38,10.70,15.53,-,-
CS홀딩스,12년 6월,393,51,29,13.01,11.08,12.76,-,-
CS홀딩스,12년 9월,347,24,10,6.99,5.27,39.39,-,-
CS홀딩스,12년 12월,344,15,-1,4.42,1.06,-349.67,0.23,-
CS홀딩스,13년 3월,353,22,13,6.21,6.02,30.04,0.22,0.01
CS홀딩스,13년 6월,393,44,27,11.13,10.24,14.71,0.23,0.02
CS홀딩스,13년 9월,356,42,13,11.73,6.80,32.75,0.25,0.01
CS홀딩스,13년 12월,339,71,27,20.87,13.12,15.63,0.23,0.02
CS홀딩스,15년 9월,337,58,44,17.22,18.94,21.79,0.47,0.02
CS홀딩스,15년 12월,341,60,26,17.67,13.39,35.45,0.44,0.01
CS홀딩스,16년 3월,324,56,29,17.33,15.41,29.60,0.41,0.01
CS홀딩스,16년 6월,328,60,33,18.27,16.97,26.53,0.41,0.02
CS홀딩스,16년 9월,286,42,15,14.59,11.18,63.93,0.46,0.01
CS홀딩스,16년 12월,294,41,15,13.81,11.53,62.77,0.43,0.01
CS홀딩스,17년 3월,326,46,15,14.03,11.14,67.45,0.46,0.01
CS홀딩스,17년 6월,302,39,18,12.92,12.30,52.07,0.44,0.01
CS홀딩스,17년 9월,302,44,19,14.63,13.48,49.25,0.42,0.01
CS홀딩스,17년 12월,279,41,7,14.83,10.18,125.37,0.43,0
CS홀딩스,18년 3월,302,31,17,10.36,11.40,52.10,0.40,0.01
CS홀딩스,18년 6월,301,32,15,10.51,10.12,60.75,0.42,0.01
CS홀딩스,18년 9월,301,31,14,10.35,8.92,57.42,0.36,0.01
CS홀딩스,18년 12월,321,39,17,12.17,10.79,43.08,0.34,0.01
CS홀딩스,19년 3월,324,34,23,10.40,11.93,31.58,0.32,0.01
CS홀딩스,19년 6월,339,46,28,13.60,14,25.44,0.32,0.01
CS홀딩스,19년 9월,330,44,34,13.40,16.31,19.61,0.30,0.02
CS홀딩스,19년 12월,357,46,12,12.96,7.35,58.05,0.30,0.01
CS홀딩스,20년 3월,347,43,44,12.51,20.04,10.42,0.20,0.02
CS홀딩스,20년 6월,343,52,24,15.08,11.13,28.26,0.30,0.01
DB,09년 9월,435,-0.03,-22,-0.01,-5.03,-29.10,0.39,-0.01
DB,09년 12월,429,-32,-50,-7.46,-11.58,-12.95,0.37,-0.03
DB,10년 3월,667,48,20,7.26,3,33.12,0.39,0.01
DB,10년 6월,568,22,-12,3.83,-2.17,-47.17,0.31,-0.01
DB,10년 9월,-328,-106,-4,32.33,1.16,-291.29,0.75,0
DB,10년 12월,1003,4,127,0.42,12.67,13.33,0.68,0.06
DB,11년 3월,1055,23,66,2.23,6.28,27.60,0.52,-
DB,11년 6월,1324,46,9,3.45,0.70,152.96,0.44,0
DB,11년 9월,1133,16,-79,1.43,-6.94,-12.90,0.37,-0.03
DB,11년 12월,1600,59,54,3.70,3.37,18.79,0.36,0.02
DB,12년 3월,1121,23,9,2.04,0.76,135.49,0.39,0
DB,12년 6월,1253,13,74,1.05,5.94,11.73,0.37,0.03
DB,12년 9월,1485,45,-71,3.05,-4.80,-19.70,0.43,-0.02
DB,12년 12월,1587,137,18,8.64,1.12,63.51,0.36,0.01
DB,13년 3월,1424,24,-28,1.72,-1.97,-42.14,0.39,-0.01
DB,13년 6월,1314,16,-170,1.21,-12.93,-5.86,0.33,-0.06
DB,13년 9월,980,37,-64,3.77,-6.51,-15.28,0.40,-0.02
DB,13년 12월,711,31,-376,4.34,-52.92,-2.15,0.31,-0.16
DB,15년 9월,447,28,-21,6.33,-4.68,-58.39,0.61,-0.01
DB,15년 12월,542,18,-246,3.31,-45.41,-3.67,0.51,-0.14
DB,16년 3월,457,37,21,8.06,4.70,54.30,0.60,0.01
DB,16년 6월,589,43,-225,7.32,-38.22,-6.32,0.82,-0.13
DB,16년 9월,511,21,10,4.03,1.88,145.15,0.81,0.01
DB,16년 12월,491,9,-13,1.73,-2.64,-102.90,0.83,-0.01
DB,17년 3월,406,15,7,3.77,1.77,178.72,0.73,0
DB,17년 6월,438,17,-15,3.93,-3.45,-90.43,0.72,-0.01
DB,17년 9월,568,17,1,3.05,0.16,"1,734.14",1.01,0
DB,17년 12월,583,-9,-1,-1.54,-0.13,"-1,598.19",0.85,0
DB,18년 3월,367,4,2,1.20,0.41,"1,051.86",0.99,0
DB,18년 6월,559,0,-6,0.08,-1.05,-325.53,1.02,0
DB,18년 9월,835,32,9,3.78,1.11,213.44,1.14,0.01
DB,18년 12월,610,-21,-45,-3.37,-7.31,-37.46,1.15,-0.03
DB,19년 3월,528,58,40,10.96,7.54,43.34,1.10,0.03
DB,19년 6월,594,48,25,8.04,4.23,73.11,1.08,0.02
DB,19년 9월,582,45,31,7.73,5.29,49.82,0.86,0.02
DB,19년 12월,681,34,-52,5.04,-7.60,-34.24,0.80,-0.03
DB,20년 3월,648,78,67,12.03,10.30,17.07,0.56,0.03
DB,20년 6월,699,86,54,12.24,7.72,25.75,0.59,0.03
DB금융투자,09년 9월,1364,123,94,8.99,6.87,32.03,0.59,0.02
DB금융투자,09년 12월,1586,108,80,6.80,5.07,34.89,0.55,0.02
DB금융투자,10년 3월,0,0,0,-,-,-,0.49,-
DB금융투자,10년 6월,0,0,0,-,-,-,-,-
DB금융투자,10년 9월,0,0,0,-,-,-,-,-
DB금융투자,10년 12월,0,0,0,-,-,-,-,-
DB금융투자,11년 3월,0,0,0,-,-,-,-,-
DB금융투자,11년 6월,2419,60,22,2.48,1.08,99.63,0.37,-
DB금융투자,11년 9월,4678,-64,-40,-1.37,-0.82,-41.05,0.27,-0.01
DB금융투자,11년 12월,2062,221,178,10.73,8.69,10.02,0.29,0.03
DB금융투자,12년 3월,1561,-121,-98,-7.76,-6.34,-21.12,0.34,-0.02
DB금융투자,12년 6월,3417,14,10,0.41,0.33,158.12,0.25,0
DB금융투자,12년 9월,3422,181,129,5.30,3.89,12.02,0.25,0.02
DB금융투자,12년 12월,1441,-21,-27,-1.48,-1.64,-56,0.25,0
DB금융투자,13년 3월,3605,646,491,17.91,12.88,3.48,0.27,0.08
DB금융투자,13년 6월,4131,-171,-142,-4.14,-3.15,-11.91,0.28,-0.02
DB금융투자,13년 9월,2582,134,117,5.19,4.05,13.34,0.25,0.02
DB금융투자,13년 12월,2124,-50,-43,-2.36,-2.73,-33.01,0.23,-0.01
DB금융투자,15년 9월,5230,91,70,1.73,1.46,26.09,0.29,0.01
DB금융투자,15년 12월,1586,-111,-131,-7,-9.59,-12.53,0.27,-0.02
DB금융투자,16년 3월,5113,46,12,0.90,0.59,143.06,0.27,0
DB금융투자,16년 6월,2564,83,55,3.25,2.53,26.51,0.23,0.01
DB금융투자,16년 9월,2376,-107,-119,-4.51,-4.38,-12.14,0.24,-0.02
DB금융투자,16년 12월,3201,76,54,2.36,2.30,25.59,0.22,0.01
DB금융투자,17년 3월,3346,-129,-116,-3.85,-2.81,-13.32,0.25,-0.02
DB금융투자,17년 6월,2013,154,84,7.65,5.68,21.81,0.30,0.01
DB금융투자,17년 9월,1816,282,164,15.54,11.50,8.92,0.23,0.03
DB금융투자,17년 12월,2029,-84,-87,-4.12,-3.71,-19.45,0.27,-0.01
DB금융투자,18년 3월,2683,288,178,10.73,7.79,9.80,0.28,0.03
DB금융투자,18년 6월,2221,319,220,14.37,11.17,7.99,0.27,0.03
DB금융투자,18년 9월,1809,295,195,16.32,11.90,9.33,0.27,0.03
DB금융투자,18년 12월,1774,-38,-49,-2.16,-2.32,-38.26,0.28,-0.01
DB금융투자,19년 3월,2762,349,234,12.64,9.52,8.74,0.30,0.04
DB금융투자,19년 6월,2431,252,151,10.37,7.15,14.68,0.31,0.02
DB금융투자,19년 9월,2121,135,24,6.34,2.33,79.37,0.27,0
DB금융투자,19년 12월,2605,138,76,5.30,3.76,23.66,0.25,0.01
DB금융투자,20년 3월,6502,45,29,0.70,0.49,44.52,0.18,0
DB금융투자,20년 6월,2830,326,205,11.51,8.86,6.56,0.18,0.03
DB손해보험,09년 9월,16875,630,517,3.74,3.07,49.47,2.29,0.05
DB손해보험,09년 12월,18178,762,650,4.19,3.58,35.29,1.94,0.06
DB손해보험,10년 3월,0,0,0,-,-,-,1.74,-
DB손해보험,10년 6월,0,0,0,-,-,-,-,0
DB손해보험,10년 9월,0,0,0,-,-,-,-,-
DB손해보험,10년 12월,0,0,0,-,-,-,-,-
DB손해보험,11년 3월,0,0,0,-,-,-,2.33,-
DB손해보험,11년 6월,23506,1732,1318,7.37,5.61,29.81,1.75,0.08
DB손해보험,11년 9월,26872,990,741,3.68,2.76,49.18,1.63,0.04
DB손해보험,11년 12월,27345,1488,1026,5.44,3.75,36.83,1.58,0.05
DB손해보험,12년 3월,29191,858,689,2.94,2.36,50.33,1.37,0.03
DB손해보험,12년 6월,28083,1506,1108,5.36,3.95,26.81,1.15,0.05
DB손해보험,12년 9월,28544,1928,1479,6.76,5.18,23.17,1.15,0.06
DB손해보험,12년 12월,29554,1239,1137,4.19,3.85,28.62,1.10,0.04
DB손해보험,13년 3월,27766,1017,1219,3.66,4.39,26.49,1.02,0.04
DB손해보험,13년 6월,34541,930,859,2.69,2.42,39.80,1.20,0.03
DB손해보험,13년 9월,35825,1779,1416,4.97,3.94,23.10,1.09,0.05
DB손해보험,13년 12월,33449,1010,425,3.02,1.16,93.59,1.31,0.01
DB손해보험,15년 9월,42619,1218,897,2.86,2.12,48.37,1.01,0.02
DB손해보험,15년 12월,38971,537,302,1.38,0.76,164.83,1.17,0.01
DB손해보험,16년 3월,42419,1529,1119,3.60,2.72,48.01,1.21,0.03
DB손해보험,16년 6월,41179,2162,1529,5.25,3.81,32.09,1.02,0.04
DB손해보험,16년 9월,44728,2515,1747,5.62,3.98,27.63,0.87,0.04
DB손해보험,16년 12월,42346,1055,841,2.49,1.97,52.62,0.95,0.02
DB손해보험,17년 3월,49604,2295,1700,4.63,3.48,26.65,0.98,0.04
DB손해보험,17년 6월,40587,2669,2129,6.58,5.31,22.61,0.96,0.05
DB손해보험,17년 9월,42134,2331,1737,5.53,4.18,29.76,1.01,0.04
DB손해보험,17년 12월,46228,1385,1046,3,2.27,48.21,0.97,0.02
DB손해보험,18년 3월,43104,1614,1161,3.74,2.78,39.64,0.95,0.03
DB손해보험,18년 6월,46147,2800,2020,6.07,4.44,20.68,0.84,0.05
DB손해보험,18년 9월,41278,2001,1395,4.85,3.38,36.95,0.98,0.03
DB손해보험,18년 12월,44016,792,750,1.80,1.67,66.46,0.87,0.02
DB손해보험,19년 3월,45100,935,770,2.07,1.69,63.17,0.80,0.01
DB손해보험,19년 6월,47135,1669,1159,3.54,2.54,36.21,0.63,0.02
DB손해보험,19년 9월,48635,1809,1275,3.72,2.68,28.65,0.51,0.02
DB손해보험,19년 12월,45891,704,572,1.53,1.23,64.77,0.56,0.01
DB손해보험,20년 3월,53441,2039,1569,3.82,2.91,15.68,0.36,0.03
DB손해보험,20년 6월,46504,2590,1997,5.57,4.32,15.19,0.41,0.03
DB하이텍,09년 9월,2341,-378,-683,-16.15,-29.17,-3.82,0.34,-0.10
DB하이텍,09년 12월,-,-,-,-,-,-,0.38,-
DB하이텍,10년 3월,3210,-9,19,-0.27,0.59,147.66,0.41,0
DB하이텍,10년 6월,3019,-22,-452,-0.73,-14.97,-9.75,0.69,-0.08
DB하이텍,10년 9월,1595,-29,-188,-1.84,-11.81,-20.91,0.62,-0.03
DB하이텍,10년 12월,-,-,-,-,-,-,0.99,-
DB하이텍,11년 3월,1473,41,-22,2.77,-1.53,-306.84,1.73,-0.01
DB하이텍,11년 6월,1496,11,-84,0.71,-5.64,-50.26,1.02,-0.02
DB하이텍,11년 9월,1227,-106,-429,-8.67,-34.99,-6.92,0.81,-0.12
DB하이텍,11년 12월,-,-,-,-,-,-,0.91,-
DB하이텍,12년 3월,1474,-69,-182,-4.68,-12.34,-24.08,-,-
DB하이텍,12년 6월,1598,43,-48,2.68,-3.02,-67.88,-,-
DB하이텍,12년 9월,1500,-11,111,-0.74,7.37,28.97,-,-
DB하이텍,12년 12월,1335,-119,-194,-8.89,-14.50,-14.55,0.88,-
DB하이텍,13년 3월,1212,-74,-293,-6.11,-24.16,-9.50,0.96,-0.11
DB하이텍,13년 6월,1325,122,-25,9.21,-1.92,-120.27,1.06,-0.01
DB하이텍,13년 9월,1335,15,-93,1.10,-6.95,-31.55,1.08,-0.04
DB하이텍,13년 12월,1065,-159,-419,-14.92,-39.39,-7.99,1.48,-0.19
DB하이텍,15년 9월,1882,487,313,25.88,16.63,20.05,2.35,0.13
DB하이텍,15년 12월,1815,301,89,16.61,4.92,71.31,2.44,0.03
DB하이텍,16년 3월,1839,407,272,22.14,14.82,29.49,2.78,0.10
DB하이텍,16년 6월,1901,442,198,23.27,10.41,41.52,2.67,0.07
DB하이텍,16년 9월,1982,458,289,23.10,14.60,27.38,2.39,0.09
DB하이텍,16년 12월,2010,417,124,20.75,6.16,57.16,2.01,0.04
DB하이텍,17년 3월,1905,517,281,27.16,14.74,30.28,2.26,0.08
DB하이텍,17년 6월,1747,451,261,25.80,14.96,38.33,2.46,0.07
DB하이텍,17년 9월,1639,330,101,20.16,6.14,67.65,1.63,0.03
DB하이텍,17년 12월,1507,133,459,8.85,30.46,11.64,1.14,0.11
DB하이텍,18년 3월,1384,127,21,9.16,1.52,313.09,1.35,0
DB하이텍,18년 6월,1741,339,342,19.47,19.65,25.51,1.67,0.07
DB하이텍,18년 9월,1837,406,329,22.11,17.93,21.35,1.27,0.06
DB하이텍,18년 12월,1730,258,176,14.91,10.17,27.45,0.84,0.03
DB하이텍,19년 3월,1596,224,161,14.02,10.10,34.51,0.97,0.03
DB하이텍,19년 6월,2135,493,313,23.09,14.65,20.99,1.08,0.05
DB하이텍,19년 9월,2223,618,446,27.79,20.08,15.95,1.09,0.07
DB하이텍,19년 12월,2120,478,125,22.56,5.90,98.25,1.86,0.02
DB하이텍,20년 3월,2258,647,551,28.67,24.39,17.50,1.37,0.08
DB하이텍,20년 6월,2417,771,504,31.89,20.84,25.50,1.70,0.07
DGB금융지주,11년 9월,6824,983,729,14.40,10.69,26.25,0.85,0.03
DGB금융지주,11년 12월,4933,673,464,13.64,9.42,38.12,0.77,0.02
DGB금융지주,12년 3월,6529,1108,868,16.97,13.29,23.49,0.87,0.04
DGB금융지주,12년 6월,4785,963,720,20.12,15.04,26.42,0.79,0.03
DGB금융지주,12년 9월,7416,1048,790,14.13,10.65,25.55,0.81,0.03
DGB금융지주,12년 12월,5872,611,364,10.40,6.19,54.92,0.79,0.01
DGB금융지주,13년 3월,5918,1001,766,16.92,12.94,30.11,0.90,0.03
DGB금융지주,13년 6월,6602,751,531,11.38,8.17,40.30,0.82,0.02
DGB금융지주,13년 9월,5603,1201,839,21.43,15.38,26.49,0.83,0.03
DGB금융지주,13년 12월,6016,437,246,7.27,4.61,92.05,0.84,0.01
DGB금융지주,15년 9월,9282,679,812,7.32,9.13,21.86,0.51,0.02
DGB금융지주,15년 12월,8314,151,125,1.81,1.93,135.91,0.49,0
DGB금융지주,16년 3월,10104,1312,1014,12.99,10.39,14.83,0.42,0.03
DGB금융지주,16년 6월,8116,1135,817,13.99,10.50,17.95,0.40,0.02
DGB금융지주,16년 9월,9556,946,704,9.90,7.73,21.69,0.41,0.02
DGB금융지주,16년 12월,8773,476,342,5.42,4.31,48.29,0.45,0.01
DGB금융지주,17년 3월,10541,1212,909,11.50,8.95,20.20,0.49,0.02
DGB금융지주,17년 6월,8082,1183,905,14.64,11.63,22.06,0.52,0.02
DGB금융지주,17년 9월,8575,1200,902,13.99,10.93,19.68,0.46,0.02
DGB금융지주,17년 12월,9417,498,306,5.29,3.63,58.27,0.46,0.01
DGB금융지주,18년 3월,9262,1294,918,13.97,10.37,21.48,0.49,0.02
DGB금융지주,18년 6월,11094,1456,1064,13.12,10.01,16.29,0.42,0.03
DGB금융지주,18년 9월,11519,1094,804,9.50,7.47,21.34,0.40,0.02
DGB금융지주,18년 12월,11569,-477,1049,-4.13,9.75,13.40,0.32,0.02
DGB금융지주,19년 3월,12945,1330,1038,10.27,8.72,13.31,0.31,0.02
DGB금융지주,19년 6월,12233,1398,978,11.43,8.70,14.10,0.30,0.02
DGB금융지주,19년 9월,12684,1039,706,8.20,6.33,17.86,0.27,0.02
DGB금융지주,19년 12월,11520,560,553,4.86,5.49,21.78,0.26,0.01
DGB금융지주,20년 3월,19440,1333,882,6.86,5.02,8.80,0.16,0.02
DGB금융지주,20년 6월,12169,1330,969,10.93,8.94,8.92,0.18,0.02
DRB동일,09년 9월,561,28,34,5.06,5.99,34.60,1.29,0.04
DRB동일,09년 12월,-,-,-,-,-,-,1,-
DRB동일,10년 3월,563,20,12,3.62,2.05,134.88,0.88,0.01
DRB동일,10년 6월,718,46,30,6.34,4.24,40.66,0.69,0.02
DRB동일,10년 9월,641,1,4,0.09,0.59,395.71,0.83,0
DRB동일,10년 12월,-,-,-,-,-,-,0.79,-
DRB동일,11년 3월,754,62,63,8.28,8.29,21.32,0.65,0.03
DRB동일,11년 6월,814,85,45,10.46,5.47,25.60,0.56,0.02
DRB동일,11년 9월,845,80,59,9.51,7.03,19.29,0.55,0.03
DRB동일,11년 12월,-,-,-,-,-,-,0.93,-
DRB동일,12년 3월,800,53,68,6.61,8.45,26.71,-,-
DRB동일,12년 6월,798,39,53,4.93,6.63,38.64,-,-
DRB동일,12년 9월,656,50,82,7.55,12.57,24.94,-,-
DRB동일,12년 12월,1107,137,96,12.41,8.65,9.34,0.57,-
DRB동일,13년 3월,902,62,53,6.84,5.84,15.05,0.50,0.03
DRB동일,13년 6월,1081,57,58,5.28,5.40,16.49,0.57,0.04
DRB동일,13년 9월,969,34,17,3.55,1.71,61.34,0.61,0.01
DRB동일,13년 12월,1259,186,169,14.78,13.90,7.02,0.62,0.09
DRB동일,15년 9월,1581,86,73,5.46,5.94,36.14,0.89,0.03
DRB동일,15년 12월,1833,277,137,15.09,8.50,17.43,0.78,0.05
DRB동일,16년 3월,1392,163,99,11.74,8.94,24.17,0.76,0.03
DRB동일,16년 6월,1381,163,92,11.84,8.96,26.46,0.75,0.03
DRB동일,16년 9월,1212,75,23,6.23,2.38,113.50,0.83,0.01
DRB동일,16년 12월,2111,272,180,12.91,10.06,13.05,0.68,0.06
DRB동일,17년 3월,1401,102,30,7.26,3.03,73.76,0.65,0.01
DRB동일,17년 6월,1389,-28,10,-1.99,-1.74,190.32,0.56,0
DRB동일,17년 9월,1270,69,17,5.44,3,87.48,0.43,0.01
DRB동일,17년 12월,1408,196,123,13.92,9.59,12.46,0.44,0.04
DRB동일,18년 3월,1220,32,11,2.60,1.12,129.29,0.40,0
DRB동일,18년 6월,1506,119,83,7.88,7.09,15.66,0.36,0.02
DRB동일,18년 9월,1336,82,24,6.17,3.18,56.63,0.39,0.01
DRB동일,18년 12월,1391,38,-59,2.70,-3.81,-22.14,0.37,-0.02
DRB동일,19년 3월,1288,23,5,1.76,1.51,277.03,0.36,0
DRB동일,19년 6월,1367,104,58,7.59,5.61,20.88,0.33,0.02
DRB동일,19년 9월,1316,60,34,4.54,4.16,32.88,0.31,0.01
DRB동일,19년 12월,1499,79,-8,5.25,-1.07,-133.72,0.29,0
DRB동일,20년 3월,1260,58,7,4.61,3.35,101.31,0.18,0
DRB동일,20년 6월,1133,31,14,2.76,2.33,86.40,0.32,0
DSR,13년 6월,524,27,20,5.15,3.74,34.47,0.75,-
DSR,13년 9월,574,23,18,4.07,3.15,37.92,0.66,0.02
DSR,13년 12월,445,21,18,4.82,4.13,34.44,0.59,0.02
DSR,15년 9월,542,49,37,8.96,6.89,16.32,0.50,0.03
DSR,15년 12월,520,25,20,4.82,3.92,32.93,0.54,0.02
DSR,16년 3월,488,33,26,6.74,5.32,27.94,0.59,0.02
DSR,16년 6월,516,36,31,7.01,5.97,25.22,0.62,0.02
DSR,16년 9월,498,31,21,6.17,4.19,34.43,0.56,0.02
DSR,16년 12월,508,34,30,6.64,5.86,50.09,1.13,0.02
DSR,17년 3월,557,43,33,7.64,5.92,79.16,1.92,0.02
DSR,17년 6월,559,42,34,7.45,6.12,30.81,0.77,0.03
DSR,17년 9월,577,30,25,5.20,4.25,32.85,0.59,0.02
DSR,17년 12월,571,25,18,4.33,3.26,44.75,0.59,0.01
DSR,18년 3월,570,27,20,4.79,3.47,44.32,0.63,0.01
DSR,18년 6월,606,20,18,3.22,2.85,42.01,0.52,0.01
DSR,18년 9월,610,25,18,4.07,3.15,38.74,0.50,0.01
DSR,18년 12월,575,27,23,4.78,4.17,28.32,0.44,0.02
DSR,19년 3월,560,23,24,4.11,4.32,30.22,0.50,0.02
DSR,19년 6월,624,28,23,4.51,3.70,34.66,0.54,0.02
DSR,19년 9월,584,28,25,4.82,4.25,26.98,0.43,0.02
DSR,19년 12월,596,27,15,4.58,2.64,48.41,0.48,0.01
DSR,20년 3월,584,32,26,5.40,4.30,18.30,0.30,0.02
DSR,20년 6월,603,38,27,6.29,4.73,22.10,0.38,0.02
DSR제강,09년 9월,273,12,15,4.52,5.68,49.01,1.11,0.02
DSR제강,09년 12월,-,-,-,-,-,-,0.95,-
DSR제강,10년 3월,314,19,22,5.96,6.95,26.19,0.80,0.03
DSR제강,10년 6월,396,32,29,8.20,7.26,19.81,0.76,0.04
DSR제강,10년 9월,369,25,32,6.83,8.62,18.07,0.74,0.04
DSR제강,10년 12월,-,-,-,-,-,-,0.70,-
DSR제강,11년 3월,371,32,34,8.63,9.29,16.30,0.60,0.04
DSR제강,11년 6월,413,27,33,6.44,7.99,18.48,0.63,0.03
DSR제강,11년 9월,414,24,9,5.88,2.06,59.11,0.51,0.01
DSR제강,11년 12월,402,-6,18,-1.57,4.55,26.14,0.48,0.02
DSR제강,12년 3월,391,0,3,-0.12,0.82,190.67,0.61,0
DSR제강,12년 6월,437,-17,-12,-3.92,-2.77,-39.56,0.49,-0.01
DSR제강,12년 9월,441,-1,9,-0.19,2.02,49.29,0.44,0.01
DSR제강,12년 12월,421,4,12,1,2.94,34.29,0.42,0.01
DSR제강,13년 3월,414,-3,-3,-0.67,-0.83,-133.94,0.46,0
DSR제강,13년 6월,469,18,-20,3.94,-4.16,-19.80,0.40,-0.02
DSR제강,13년 9월,421,19,20,4.42,4.84,23.86,0.49,0.02
DSR제강,13년 12월,490,12,21,2.46,4.23,21.30,0.44,0.02
DSR제강,15년 9월,447,36,34,8.09,7.69,17.14,0.50,0.03
DSR제강,15년 12월,438,13,18,2.95,4,31.25,0.46,0.01
DSR제강,16년 3월,405,15,19,3.72,4.80,31.07,0.51,0.02
DSR제강,16년 6월,447,26,24,5.74,5.46,22.61,0.45,0.02
DSR제강,16년 9월,417,16,16,3.90,3.72,44.47,0.56,0.01
DSR제강,16년 12월,456,20,27,4.30,6.03,46.20,1,0.02
DSR제강,17년 3월,463,15,20,3.13,4.35,113.52,1.79,0.02
DSR제강,17년 6월,453,8,18,1.72,3.99,49.27,0.69,0.01
DSR제강,17년 9월,462,6,12,1.22,2.66,54.01,0.51,0.01
DSR제강,17년 12월,397,-3,0,-0.79,-0.09,"-2,039.01",0.58,0
DSR제강,18년 3월,448,18,20,4.01,4.41,43.75,0.66,0.02
DSR제강,18년 6월,464,11,16,2.41,3.46,43.80,0.53,0.01
DSR제강,18년 9월,432,14,14,3.16,3.33,49.53,0.53,0.01
DSR제강,18년 12월,509,20,24,3.85,4.65,26.16,0.45,0.02
DSR제강,19년 3월,469,15,19,3.22,4.03,38.02,0.52,0.01
DSR제강,19년 6월,494,19,25,3.86,5.01,28.97,0.51,0.02
DSR제강,19년 9월,468,9,22,1.93,4.69,29.75,0.46,0.02
DSR제강,19년 12월,485,9,2,1.83,0.42,324.75,0.46,0
DSR제강,20년 3월,461,18,29,4.01,6.24,15.20,0.30,0.02
DSR제강,20년 6월,434,15,18,3.49,4.26,29.67,0.37,0.01
E1,09년 9월,11572,-168,7,-1.45,0.06,710.05,0.71,0
E1,09년 12월,-,-,-,-,-,-,0.55,-
E1,10년 3월,-,-,-,-,-,-,-,-
E1,10년 6월,13178,131,-144,1,-1.09,-27.41,0.48,-0.02
E1,10년 9월,14379,111,329,0.77,2.29,11.54,0.41,0.04
E1,10년 12월,-,-,-,-,-,-,0.41,-
E1,11년 3월,20070,72,57,0.36,0.28,58.24,0.30,0.01
E1,11년 6월,16106,211,193,1.31,1.27,18.72,0.32,0.02
E1,11년 9월,16319,628,315,3.85,1.90,11.54,0.31,0.03
E1,11년 12월,18097,465,151,2.57,0.87,24.07,0.31,0.02
E1,12년 3월,21326,409,196,1.92,0.93,18.86,0.30,0.02
E1,12년 6월,15984,-4,59,-0.02,0.40,55.99,0.27,0.01
E1,12년 9월,16929,649,463,3.83,2.68,9.05,0.33,0.04
E1,12년 12월,19894,46,155,0.23,0.95,30.69,0.38,0.01
E1,13년 3월,17792,228,219,1.28,1.34,22.84,0.39,0.02
E1,13년 6월,17960,284,-86,1.58,-0.60,-57.93,0.39,-0.01
E1,13년 9월,18479,196,92,1.06,0.32,56.73,0.41,0.01
E1,13년 12월,17822,381,149,2.14,0.84,30.78,0.35,0.01
E1,15년 9월,10482,102,-82,0.97,-1.12,-57.84,0.34,-0.01
E1,15년 12월,12615,-147,-352,-1.16,-3.44,-11.98,0.31,-0.03
E1,16년 3월,10180,353,277,3.46,2.75,16.10,0.32,0.02
E1,16년 6월,9563,88,270,0.92,2.75,16.30,0.31,0.02
E1,16년 9월,9090,-289,-301,-3.18,-3.47,-14.36,0.32,-0.03
E1,16년 12월,11126,-41,-511,-0.37,-5.46,-8.42,0.33,-0.05
E1,17년 3월,12249,231,190,1.89,1.57,19.84,0.29,0.02
E1,17년 6월,9046,181,261,2,3.01,17.03,0.33,0.02
E1,17년 9월,9007,214,139,2.38,1.52,27.92,0.28,0.01
E1,17년 12월,13780,311,254,2.25,1.94,15.34,0.28,0.02
E1,18년 3월,12090,382,478,3.16,4.08,8.60,0.29,0.04
E1,18년 6월,10322,-24,392,-0.23,3.80,11.94,0.32,0.03
E1,18년 9월,11692,-140,135,-1.20,1.15,32.56,0.29,0.01
E1,18년 12월,12198,-78,-225,-0.63,-1.86,-17.05,0.31,-0.02
E1,19년 3월,10583,284,71,2.69,0.81,62.21,0.36,0.01
E1,19년 6월,11139,48,-264,0.43,-2.40,-15.11,0.34,-0.02
E1,19년 9월,11202,603,-431,5.38,-4.57,-7.87,0.30,-0.04
E1,19년 12월,13158,128,192,0.97,1.29,17.25,0.29,0.02
E1,20년 3월,12309,707,305,5.75,2.43,6.18,0.16,0.03
E1,20년 6월,9205,35,72,0.39,0.83,33.02,0.20,0.01
F&F,09년 9월,428,39,34,9.23,7.88,15.42,0.46,0.03
F&F,09년 12월,563,113,103,20.07,18.28,4.75,0.40,0.09
F&F,10년 3월,492,23,21,4.73,4.23,27.66,0.47,0.02
F&F,10년 6월,461,32,34,7.03,7.28,17.91,0.48,0.03
F&F,10년 9월,482,34,76,7.11,15.86,8.91,0.49,0.06
F&F,10년 12월,-,-,-,-,-,-,-,-
F&F,11년 3월,560,34,53,6.04,9.47,23.49,0.83,0.04
F&F,11년 6월,495,43,40,8.62,8.14,37.46,0.99,0.03
F&F,11년 9월,530,44,34,8.32,6.38,31.42,0.68,0.02
