stock,quarter,sales,operatingProfit,netIncome,operatingMargin,netProfitMargin,PER,PBR,ROE
조광ILI,17년 6월,51,7,7,14.12,14.25,58.98,0.88,0.02
조광ILI,17년 9월,51,10,10,20.18,19.87,38.28,0.78,0.02
조광ILI,17년 12월,56,18,16,31.41,28.44,30.08,0.94,0.03
조광ILI,18년 3월,45,7,7,15.58,16.33,74.30,1.09,0.01
조광ILI,18년 6월,51,9,8,16.99,15.90,74.34,1.18,0.02
조광ILI,18년 9월,59,11,9,18.02,14.40,73.69,1.21,0.02
조광ILI,18년 12월,90,31,24,34.29,26.29,20.67,0.90,0.04
조광ILI,19년 3월,54,10,13,17.88,23.62,80.60,1.91,0.02
조광ILI,19년 6월,52,3,6,5.79,11.54,98.08,1.09,0.01
조광ILI,19년 9월,57,12,12,20.32,21.67,40.62,0.90,0.02
조광ILI,19년 12월,81,18,4,21.60,5.24,176.85,1.33,0.01
조광ILI,20년 3월,57,13,-8,22.79,-14.08,-58.32,0.84,-0.01
조광ILI,20년 6월,111,27,32,24.28,28.88,17.95,0.97,0.06
조아제약,09년 9월,75,3,4,4.15,5.34,257.74,2.49,0.01
조아제약,09년 12월,81,-0.03,-15,-0.03,-18.98,-55.67,2.15,-0.04
조아제약,10년 3월,77,4,5,5.31,6.08,198.25,2.25,0.01
조아제약,10년 6월,88,1,1,0.70,0.64,"1,428.12",1.93,0
조아제약,10년 9월,99,9,5,8.89,4.85,189.39,2.16,0.01
조아제약,10년 12월,86,7,2,7.64,2,677.35,2.74,0
조아제약,11년 3월,87,9,8,9.93,9.74,157.88,2.84,0.02
조아제약,11년 6월,101,1,1,0.89,1.10,"1,222.30",2.82,0
조아제약,11년 9월,97,10,6,10.57,6.19,213.53,2.64,0.01
조아제약,11년 12월,105,5,0,4.83,0.45,"3,440.24",3.38,0
조아제약,12년 3월,88,-1,2,-1.67,2.28,723.40,3.02,0
조아제약,12년 6월,103,5,1,4.56,0.81,"1,630.12",2.81,0
조아제약,12년 9월,113,5,6,4,5.52,206.37,2.63,0.01
조아제약,12년 12월,106,0,3,-0.30,2.78,429.75,2.55,0.01
조아제약,13년 3월,99,1,4,1.22,3.66,342.99,2.58,-
조아제약,13년 6월,106,-5,-5,-4.36,-5.07,-191.81,2.10,-0.01
조아제약,13년 9월,113,3,7,3.08,5.71,150.72,2.07,0.01
조아제약,13년 12월,121,16,13,13.59,10.65,69.26,1.75,0.03
조아제약,15년 9월,128,5,3,3.57,2.69,334.64,2.48,0.01
조아제약,15년 12월,134,-1,4,-0.63,2.75,289.48,2.61,0.01
조아제약,16년 3월,129,0.01,1,0,0.61,951.54,2.79,0
조아제약,16년 6월,140,2,0,1.23,-0.13,"13,406.43",3.73,0
조아제약,16년 9월,137,1,1,1.06,0.95,"1,051.52",3.14,0
조아제약,16년 12월,150,-3,-1,-2.15,-0.51,-974.24,2.74,0
조아제약,17년 3월,132,-7,-4,-5.26,-3.26,-376.36,2.89,-0.01
조아제약,17년 6월,148,6,7,3.80,4.42,193.36,2.73,0.01
조아제약,17년 9월,154,4,4,2.54,2.37,300.96,2.55,0.01
조아제약,17년 12월,155,1,9,0.37,5.09,145.95,2.42,0.02
조아제약,18년 3월,151,5,4,3.41,2.46,476.95,3.29,0.01
조아제약,18년 6월,163,11,14,6.48,8.73,97.11,2.51,0.03
조아제약,18년 9월,152,4,7,2.46,4.43,231.65,2.83,0.01
조아제약,18년 12월,166,-6,-19,-3.73,-11.16,-66.03,2.29,-0.03
조아제약,19년 3월,158,3,3,1.98,2.04,385.28,2.43,0.01
조아제약,19년 6월,170,2,2,1.38,0.58,803.01,2.24,0
조아제약,19년 9월,167,-6,-7,-3.41,-4.99,-149.87,1.91,-0.01
조아제약,19년 12월,181,-3,-7,-1.90,-3.92,-149.99,2.03,-0.01
조아제약,20년 3월,175,3,-8,1.68,-4.80,-107.92,1.72,-0.02
조아제약,20년 6월,174,2,7,1.25,3.48,203.39,2.42,0.01
조이맥스,09년 9월,91,43,41,46.97,45.64,40.82,1.88,0.05
조이맥스,09년 12월,74,28,33,38.56,44.27,42.64,1.51,0.04
조이맥스,10년 3월,75,24,28,31.83,37.60,42.75,1.31,0.03
조이맥스,10년 6월,74,23,27,30.77,36.68,35.60,1.01,0.03
조이맥스,10년 9월,66,17,22,25.18,32.93,45.45,1,0.02
조이맥스,10년 12월,55,8,7,13.71,12.87,141.52,1.02,0.01
조이맥스,11년 3월,61,10,14,16.83,22.09,57.31,0.79,-
조이맥스,11년 6월,65,14,18,22.07,27.18,45.25,0.79,0.02
조이맥스,11년 9월,60,3,17,4.50,29.32,58.03,0.99,0.02
조이맥스,11년 12월,80,12,12,15.02,14.38,85.82,0.95,0.01
조이맥스,12년 3월,69,10,16,13.88,23.76,67.39,1.04,0.02
조이맥스,12년 6월,65,-8,4,-11.83,3.43,329.21,1.32,0
조이맥스,12년 9월,66,-11,-34,-16.52,-57.16,-57.44,1.90,-0.03
조이맥스,12년 12월,76,-7,-27,-9.42,-37.57,-67.05,1.81,-0.03
조이맥스,13년 3월,129,45,13,35.21,24.10,238.39,3.01,0.01
조이맥스,13년 6월,150,72,28,48.16,36.36,109.11,3.01,0.03
조이맥스,13년 9월,130,44,12,34.16,23.01,269.81,3.07,0.01
조이맥스,13년 12월,105,19,19,17.84,29.23,89.40,1.67,0.02
조이맥스,15년 9월,91,-17,-15,-19,-17.81,-109.99,1.72,-0.02
조이맥스,15년 12월,84,-24,-140,-28.49,-170.85,-8.68,1.59,-0.17
조이맥스,16년 3월,80,-9,-1,-11.04,-5.66,"-1,308.22",0.90,0
조이맥스,16년 6월,75,-12,-9,-16.50,-15.62,-69.25,0.87,-0.01
조이맥스,16년 9월,77,-7,-17,-9.24,-24.05,-37.95,0.88,-0.02
조이맥스,16년 12월,83,-12,9,-14.64,21.14,69.18,0.87,0.01
조이맥스,17년 3월,71,-17,-24,-23.44,-37.11,-36.13,1.18,-0.03
조이맥스,17년 6월,85,-23,-8,-27.35,-14.60,-80.50,0.95,-0.01
조이맥스,17년 9월,82,-21,-25,-25.61,-35.43,-24.77,0.90,-0.04
조이맥스,17년 12월,83,-22,-50,-26.82,-62.07,-17.90,1.43,-0.08
조이맥스,18년 3월,68,-31,-38,-46.08,-65.38,-37.48,2.39,-0.07
조이맥스,18년 6월,73,-40,-39,-54.11,-59.30,-24.75,1.77,-0.07
조이맥스,18년 9월,73,-26,-25,-36.28,-40.60,-22.75,1.11,-0.05
조이맥스,18년 12월,73,-34,-281,-47.18,-410.43,-1.64,1.99,-0.78
조이맥스,19년 3월,72,-28,-34,-39.28,-53.50,-14.07,2.41,-0.16
조이맥스,19년 6월,75,-35,-33,-46.29,-50.49,-13.26,2.63,-0.19
조이맥스,19년 9월,76,-28,-26,-37.28,-36.83,-16.92,3.19,-0.18
조이맥스,19년 12월,82,-18,-47,-22.35,-67.73,-7.41,4.41,-0.45
조이맥스,20년 3월,97,-4,-5,-3.74,-1.82,-51.17,3.75,-0.07
조이맥스,20년 6월,88,-14,-20,-15.41,-22.69,-29.17,10.13,-0.31
조이맥스,20년 9월,96,-14,-21,-14.40,-22.29,-22.90,14.16,-0.49
조이시티,09년 9월,46,1,21,3.29,45.44,20.97,0.85,0.04
조이시티,09년 12월,66,21,31,32.05,47.63,12.99,0.75,0.06
조이시티,10년 3월,55,8,15,15.22,26.78,34.95,0.94,0.03
조이시티,10년 6월,68,24,20,34.49,29.37,25.59,0.90,0.04
조이시티,10년 9월,56,9,7,15.47,12.10,105.48,1.23,0.01
조이시티,10년 12월,-,-,-,-,-,-,-,-
조이시티,11년 3월,95,20,17,20.67,17.38,168.55,4.46,0.03
조이시티,11년 6월,86,21,30,24.70,34.13,59.48,2.69,0.05
조이시티,11년 9월,89,7,17,7.85,18.93,212.97,5.39,0.03
조이시티,11년 12월,-,-,-,-,-,-,7.29,-
조이시티,12년 3월,188,56,54,30.05,28.94,72.23,-,-
조이시티,12년 6월,192,50,42,26.03,22.01,99.57,-,-
조이시티,12년 9월,146,-1,-7,-0.37,-4.98,-521.16,-,-
조이시티,12년 12월,103,-24,-12,-23.21,-11.50,-160.78,2.78,-
조이시티,13년 3월,111,12,-7,10.43,-6.66,-261.66,2.91,-0.01
조이시티,13년 6월,94,1,0,1.37,-0.16,"-13,870.79",3.01,0
조이시티,13년 9월,90,-5,-6,-5.45,-6.11,-400.06,3.23,-0.01
조이시티,13년 12월,79,-18,-80,-22.42,-101.73,-29.72,3.91,-0.12
조이시티,15년 9월,147,24,3,16.05,2,959.50,4.54,0
조이시티,15년 12월,202,26,-9,12.88,-4.42,-385.37,4.96,-0.01
조이시티,16년 3월,240,25,6,10.29,2.48,595.37,5.33,0.01
조이시티,16년 6월,180,11,2,6.04,1.18,"1,568.95",5.59,0
조이시티,16년 9월,155,10,2,6.59,0.98,"2,012.03",5.45,0
조이시티,16년 12월,150,-15,-63,-10.06,-41.92,-38.42,4.95,-0.13
조이시티,17년 3월,194,-10,-40,-5.30,-20.35,-60.29,5.36,-0.09
조이시티,17년 6월,196,-29,-31,-14.65,-15.74,-64.26,4.81,-0.08
조이시티,17년 9월,267,11,8,3.98,3.01,187.51,3.55,0.02
조이시티,17년 12월,264,1,-52,0.37,-19.87,-30.79,4.42,-0.14
조이시티,18년 3월,256,6,-0.06,2.38,0.02,"-33,589.83",5.17,0
조이시티,18년 6월,216,-17,2,-7.68,0.50,885.20,4.29,0.01
조이시티,18년 9월,196,-22,-48,-11.29,-24.96,-32.68,4.94,-0.15
조이시티,18년 12월,205,-22,-31,-10.71,-15.48,-38.98,4.23,-0.11
조이시티,19년 3월,251,1,-2,0.59,-1.06,-597.31,3.91,-0.01
조이시티,19년 6월,258,9,-67,3.32,-26.17,-11.79,3.63,-0.29
조이시티,19년 9월,265,42,37,15.94,13.80,24.89,3.53,0.17
조이시티,19년 12월,258,33,19,12.88,5.65,49.10,3.42,0.08
조이시티,20년 3월,293,50,57,17.21,19.49,24.16,2.80,0.15
조이시티,20년 6월,430,45,45,10.40,10.52,55.59,4.25,0.09
좋은사람들,09년 9월,305,36,18,11.73,5.96,11.90,0.34,0.03
좋은사람들,09년 12월,275,7,-1,2.60,-0.43,-194.03,0.35,0
좋은사람들,10년 3월,261,5,5,1.93,2.02,44.08,0.36,0.01
좋은사람들,10년 6월,289,19,13,6.58,4.59,15.26,0.31,0.02
좋은사람들,10년 9월,312,15,11,4.70,3.53,19.35,0.32,0.02
좋은사람들,10년 12월,335,15,10,4.49,2.98,22.83,0.34,0.02
좋은사람들,11년 3월,311,4,2,1.33,0.53,143.03,0.34,0
좋은사람들,11년 6월,330,8,6,2.35,1.80,33.04,0.28,0.01
좋은사람들,11년 9월,339,11,9,3.31,2.70,24.32,0.33,0.01
좋은사람들,11년 12월,-,-,-,-,-,-,0.51,-
좋은사람들,12년 3월,292,-12,-13,-4.04,-4.63,-22.94,-,-
좋은사람들,12년 6월,356,18,17,4.95,4.81,15.41,-,-
좋은사람들,12년 9월,366,22,16,5.91,4.47,22.96,-,-
좋은사람들,12년 12월,357,2,-4,0.69,-1.07,-101.61,0.46,-
좋은사람들,13년 3월,348,5,4,1.35,1.14,104.38,0.49,0
좋은사람들,13년 6월,365,-2,2,-0.44,0.56,184.27,0.45,0
좋은사람들,13년 9월,381,3,0,0.66,0.11,923.23,0.47,0
좋은사람들,13년 12월,367,1,2,0.31,0.52,178.81,0.40,0
좋은사람들,15년 9월,330,5,6,1.38,1.77,95.66,0.63,0.01
좋은사람들,15년 12월,308,-4,-4,-1.16,-1.23,-168.01,0.72,0
좋은사람들,16년 3월,308,-4,23,-1.41,7.54,26.14,0.67,0.03
좋은사람들,16년 6월,322,-21,-50,-6.54,-15.64,-12.42,0.73,-0.06
좋은사람들,16년 9월,341,-4,-5,-1.19,-1.46,-154.82,0.91,-0.01
좋은사람들,16년 12월,295,-12,-10,-4.10,-3.28,-68.29,0.78,-0.01
좋은사람들,17년 3월,305,-2,-1,-0.59,-0.23,-923.15,0.78,0
좋은사람들,17년 6월,328,6,1,1.89,0.21,988.81,0.78,0
좋은사람들,17년 9월,303,-28,-21,-9.25,-6.84,-24.15,0.61,-0.03
좋은사람들,17년 12월,257,-26,-78,-10.01,-30.42,-6.58,0.69,-0.10
좋은사람들,18년 3월,309,-7,-6,-2.37,-1.92,-192.39,1.73,-0.01
좋은사람들,18년 6월,348,26,35,7.61,10.18,32.41,1.59,0.05
좋은사람들,18년 9월,337,24,23,7.10,6.90,61.19,1.91,0.03
좋은사람들,18년 12월,290,-18,-17,-6.11,-5.71,-78.55,1.53,-0.02
좋은사람들,19년 3월,279,-24,-23,-8.63,-8.20,-59.59,1.59,-0.03
좋은사람들,19년 6월,328,-6,-6,-1.72,-1.94,-216.69,1.63,-0.01
좋은사람들,19년 9월,351,-10,-10,-2.72,-2.83,-138.27,1.62,-0.01
좋은사람들,19년 12월,309,-53,-65,-17.05,-20.92,-18.25,1.52,-0.08
좋은사람들,20년 3월,236,-37,-39,-15.69,-16.57,-26.64,1.23,-0.04
좋은사람들,20년 6월,361,-49,-44,-13.70,-12.23,-23.01,0.98,-0.04
주성엔지니어링,09년 9월,503,53,6,10.54,1.13,"1,002.06",3.30,0
주성엔지니어링,09년 12월,-,-,-,-,-,-,3.39,-
주성엔지니어링,10년 3월,501,43,15,8.53,3.09,386.77,3.53,0.01
주성엔지니어링,10년 6월,978,133,141,13.59,14.40,50.32,3.68,0.08
주성엔지니어링,10년 9월,1532,182,157,11.87,10.27,47.45,3.40,0.07
주성엔지니어링,10년 12월,-,-,-,-,-,-,3.14,-
주성엔지니어링,11년 3월,943,71,50,7.54,5.35,125.76,2.60,0.02
주성엔지니어링,11년 6월,1080,45,18,4.15,1.67,290.66,2.16,0.01
주성엔지니어링,11년 9월,618,-45,-23,-7.29,-3.71,-130.61,1.25,-0.01
주성엔지니어링,11년 12월,-,-,-,-,-,-,1.78,-
주성엔지니어링,12년 3월,204,-245,-270,-120.57,-132.85,-12.68,-,-
주성엔지니어링,12년 6월,314,-131,-171,-41.85,-54.57,-15.38,-,-
주성엔지니어링,12년 9월,217,-100,-191,-45.93,-88.32,-12.68,-,-
주성엔지니어링,12년 12월,65,-361,-469,-553.55,-719.59,-3.63,1.47,-
주성엔지니어링,13년 3월,167,-122,-140,-72.74,-84.61,-19.69,2.38,-0.11
주성엔지니어링,13년 6월,439,16,-5,3.64,-0.73,-554.19,2.16,0
주성엔지니어링,13년 9월,364,30,-33,8.26,-9.13,-77.32,2.28,-0.03
주성엔지니어링,13년 12월,567,86,-185,15.20,-32.62,-12.73,2.40,-0.18
주성엔지니어링,15년 9월,517,87,76,16.83,14.75,35.95,2.41,0.07
주성엔지니어링,15년 12월,486,39,6,8.09,1.15,671.39,3.33,0
주성엔지니어링,16년 3월,543,80,68,14.74,12.49,57.80,3.23,0.06
주성엔지니어링,16년 6월,696,93,67,13.38,9.68,59.87,3.14,0.05
주성엔지니어링,16년 9월,630,83,67,13.16,10.61,76.14,3.77,0.05
주성엔지니어링,16년 12월,811,121,124,14.90,15.28,40.29,3.38,0.09
주성엔지니어링,17년 3월,761,126,139,16.56,18.26,33.75,2.93,0.09
주성엔지니어링,17년 6월,764,130,134,16.99,17.53,48.99,3.78,0.08
주성엔지니어링,17년 9월,619,87,80,14.09,12.96,85.46,3.77,0.05
주성엔지니어링,17년 12월,583,74,67,12.68,11.51,97.80,3.48,0.04
주성엔지니어링,18년 3월,702,127,114,18.11,16.52,45.32,2.66,0.06
주성엔지니어링,18년 6월,511,70,111,13.62,21.38,35.62,1.92,0.06
주성엔지니어링,18년 9월,511,75,69,14.62,13.69,56.08,1.81,0.03
주성엔지니어링,18년 12월,916,142,142,15.55,15.57,21.87,1.52,0.07
주성엔지니어링,19년 3월,618,96,92,15.53,15.18,36.36,1.60,0.04
주성엔지니어링,19년 6월,677,98,85,14.51,13.03,37.92,1.48,0.04
주성엔지니어링,19년 9월,684,100,110,14.56,16.35,31.62,1.52,0.05
주성엔지니어링,19년 12월,612,16,-30,2.55,-4.64,-131.84,1.61,-0.01
주성엔지니어링,20년 3월,353,-24,-15,-6.82,-3.32,-157.65,0.99,-0.01
주성엔지니어링,20년 6월,356,9,-39,2.53,-10.24,-69.85,1.15,-0.02
줌인터넷,16년 3월,-,-,-,-,-,-,-,-
줌인터넷,16년 6월,-,-,-,-,-,-,1.04,-
줌인터넷,16년 9월,-,-,-,-,-,-,1.06,-
줌인터넷,16년 12월,-,-,-,-,-,-,1.08,-
줌인터넷,17년 3월,-,-,-,-,-,-,1.04,-
줌인터넷,17년 6월,-,-,-,-,-,-,1.03,-
줌인터넷,17년 9월,-,-,-,-,-,-,1.06,-
줌인터넷,17년 12월,-,-,-,-,-,-,1.02,-
줌인터넷,18년 3월,-,-,-,-,-,-,1.05,-
줌인터넷,18년 6월,-,-,-,-,-,-,1.05,-
줌인터넷,18년 9월,-,-,-,-,-,-,1.07,-
줌인터넷,18년 12월,0,0,0,-,-,-,1.07,0
줌인터넷,19년 3월,0,-1,0,-,-,"-1,055.79",1.77,0
줌인터넷,19년 6월,62,-7,-96,-11.51,-156.07,-20.04,12.86,-
줌인터넷,19년 9월,61,4,-26,7.08,-41.72,-51.94,5.52,-
줌인터넷,19년 12월,64,10,1,15.44,1.76,"1,157.40",4.68,0
줌인터넷,20년 3월,56,0.02,-1,0.04,-3.08,-638.10,3.48,-0.01
줌인터넷,20년 6월,59,2,5,2.92,8.57,235.21,4.16,0.02
중앙백신,09년 9월,32,4,11,11.64,32.95,100.34,3.26,0.03
중앙백신,09년 12월,38,9,14,23.41,36.83,64.96,2.65,0.04
중앙백신,10년 3월,49,14,14,28.40,27.95,59.82,2.31,0.04
중앙백신,10년 6월,38,11,13,28.41,33.56,69.73,2.46,0.04
중앙백신,10년 9월,34,7,11,18.96,31.82,112.69,3.30,0.03
중앙백신,10년 12월,40,9,8,23.15,21.22,135.01,2.97,0.02
중앙백신,11년 3월,31,5,6,16.34,21.05,140.04,2.34,0.02
중앙백신,11년 6월,41,9,10,22.82,23.63,88.69,2.16,0.02
중앙백신,11년 9월,37,7,8,18.32,22.59,120.37,2.49,0.02
중앙백신,11년 12월,48,7,-1,15.04,-1.47,"-1,400.89",2.45,0
중앙백신,12년 3월,58,18,17,30.69,28.60,51.78,2.08,0.04
중앙백신,12년 6월,48,6,8,13.14,16.98,110.82,2.14,0.02
중앙백신,12년 9월,40,9,11,21.51,28.35,94.14,2.44,0.03
중앙백신,12년 12월,47,12,8,24.66,16.46,121.92,2.13,0.02
중앙백신,13년 3월,53,11,10,20.98,19.40,84.93,1.95,0.02
중앙백신,13년 6월,58,13,12,22.74,21.17,68.51,1.82,0.03
중앙백신,13년 9월,54,11,9,20.65,17.28,101.18,2,0.02
중앙백신,13년 12월,79,16,13,19.81,16.08,68.83,1.82,0.03
중앙백신,15년 9월,78,10,10,13.38,13.11,121.41,2.33,0.02
중앙백신,15년 12월,96,19,18,20,18.70,65.13,2.14,0.03
중앙백신,16년 3월,102,17,11,16.35,11.27,115.88,2.39,0.02
중앙백신,16년 6월,90,14,14,16.06,15.12,160.31,3.81,0.02
중앙백신,16년 9월,90,20,17,22.55,18.48,119.92,3.39,0.03
중앙백신,16년 12월,98,19,20,19,20.94,87.28,2.96,0.03
중앙백신,17년 3월,77,13,7,17.41,9.70,182.71,2.24,0.01
중앙백신,17년 6월,75,8,12,11.17,15.76,114.20,2.18,0.02
중앙백신,17년 9월,85,18,18,21.61,20.70,73.66,2.04,0.03
중앙백신,17년 12월,82,15,9,18.75,10.88,141.41,1.94,0.01
중앙백신,18년 3월,97,24,22,25.11,22.38,60.05,1.97,0.03
중앙백신,18년 6월,77,6,6,7.51,7.22,294.58,2.45,0.01
중앙백신,18년 9월,72,3,3,3.82,3.89,860.28,2.92,0
중앙백신,18년 12월,85,2,4,2.42,5.16,378.50,1.94,0.01
중앙백신,19년 3월,90,10,10,11.59,11.01,183.79,2.13,0.01
중앙백신,19년 6월,85,3,-6,3.98,-7.23,-299.32,2.16,-0.01
중앙백신,19년 9월,78,9,12,10.97,15.50,154.12,2.16,0.01
중앙백신,19년 12월,77,5,3,6.28,3.58,654.57,2.08,0
중앙백신,20년 3월,93,16,17,17.11,18.11,84.77,1.65,0.02
중앙백신,20년 6월,104,20,21,19.59,20.07,80.72,1.89,0.02
중앙에너비스,09년 9월,209,2,0,0.88,0.23,355.88,0.36,0
중앙에너비스,09년 12월,208,7,5,3.54,2.59,29.32,0.33,0.01
중앙에너비스,10년 3월,224,5,3,2.23,1.55,64.56,0.47,0.01
중앙에너비스,10년 6월,247,8,6,3.36,2.25,32.64,0.37,0.01
중앙에너비스,10년 9월,271,0,0,0.07,-0.07,"-1,171.03",0.44,0
중앙에너비스,10년 12월,287,17,7,5.90,2.52,30.49,0.45,0.02
중앙에너비스,11년 3월,285,7,5,2.47,1.87,41.76,0.44,0.01
중앙에너비스,11년 6월,292,9,23,3.24,7.92,11.31,0.49,0.05
중앙에너비스,11년 9월,269,3,-1,1.26,-0.37,-204.95,0.39,0
중앙에너비스,11년 12월,279,12,12,4.34,4.17,18.29,0.39,0.03
중앙에너비스,12년 3월,269,8,6,2.91,2.05,47.51,0.48,0.01
중앙에너비스,12년 6월,262,7,4,2.65,1.38,59.40,0.39,0.01
중앙에너비스,12년 9월,242,1,-2,0.25,-0.93,-118.13,0.48,-0.01
중앙에너비스,12년 12월,235,8,6,3.35,2.53,37.72,0.40,0.01
중앙에너비스,13년 3월,219,7,5,3.33,2.34,48.66,0.44,0.01
중앙에너비스,13년 6월,218,9,7,4.24,3.21,33.88,0.41,0.02
중앙에너비스,13년 9월,193,1,0,0.55,-0.12,"-1,107.25",0.44,0
중앙에너비스,13년 12월,215,4,14,1.68,6.37,17.63,0.42,-
중앙에너비스,15년 9월,229,5,2,2.20,1.36,157.15,0.60,0.01
중앙에너비스,15년 12월,237,5,2,2.16,1.59,155.94,0.58,0
중앙에너비스,16년 3월,216,3,2,1.27,0.90,220.91,0.61,0
중앙에너비스,16년 6월,227,4,2,1.76,0.91,212.07,0.58,0
중앙에너비스,16년 9월,243,10,6,3.95,2.66,72.77,0.66,0.01
중앙에너비스,16년 12월,230,5,2,2.05,1.37,222.29,0.62,0
중앙에너비스,17년 3월,221,2,0,0.75,0.23,"2,868.35",0.65,0
중앙에너비스,17년 6월,167,2,10,1.47,6.36,40.55,0.67,0.02
중앙에너비스,17년 9월,179,-1,2,-0.60,1.17,188.68,0.66,0
중앙에너비스,17년 12월,195,4,3,2.20,1.40,133.26,0.60,0.01
중앙에너비스,18년 3월,183,4,3,2.19,1.43,141.34,0.62,0.01
중앙에너비스,18년 6월,191,3,2,1.71,1.06,208.77,0.70,0
중앙에너비스,18년 9월,202,1,0,0.46,0.14,"1,946.58",0.94,0
중앙에너비스,18년 12월,185,6,4,3.27,2.14,105.27,0.69,0.01
중앙에너비스,19년 3월,147,0.10,-1,0.07,-0.36,-821.81,0.73,0
중앙에너비스,19년 6월,169,5,7,2.82,4.06,66.38,0.75,0.02
중앙에너비스,19년 9월,177,1,0,0.68,0.13,"1,889.70",0.74,0
중앙에너비스,19년 12월,163,0,-1,0.14,-0.31,-997.64,0.83,0
중앙에너비스,20년 3월,145,1,0,0.39,0.15,"2,120.47",0.78,0
중앙에너비스,20년 6월,127,2,2,1.94,1.27,337.75,0.92,0
지노믹트리,15년 9월,-,-,-,-,-,-,-,-
지노믹트리,15년 12월,-,-,-,-,-,-,0,-
지노믹트리,16년 3월,-,-,-,-,-,-,-,-
지노믹트리,16년 6월,-,-,-,-,-,-,-,-
지노믹트리,16년 9월,-,-,-,-,-,-,-,-
지노믹트리,16년 12월,-,-,-,-,-,-,17.80,-
지노믹트리,17년 12월,-,-,-,-,-,-,13.09,-
지노믹트리,18년 9월,1,-6,-6,-558.26,-544.15,-965.33,46.55,-
지노믹트리,18년 12월,1,-9,-8,-683.07,-649.86,-539.11,39.64,-0.07
지노믹트리,19년 3월,1,-11,-53,"-1,396.10","-7,062.12",-82.40,4.72,-0.09
지노믹트리,19년 6월,0,-21,-6,"-4,486.21","-1,377.98",-641.90,3.70,-0.01
지노믹트리,19년 9월,0,-28,7,"-13,152.52","3,254.25",410.99,2.59,-
지노믹트리,19년 12월,1,-43,-49,"-3,159.44","-3,606.13",-95.41,4.30,-0.04
지노믹트리,20년 3월,1,-31,-48,"-5,120.27","-7,917.49",-88.77,4.03,-0.04
지노믹트리,20년 6월,5,-39,-22,-819.46,-438.90,-156.50,3.29,-0.02
지니뮤직,09년 9월,120,-2,-1,-1.68,-1.15,-419.87,2.18,-0.01
지니뮤직,09년 12월,-,-,-,-,-,-,4.98,-
지니뮤직,10년 3월,100,-9,-7,-8.87,-6.80,-101.92,3.30,-0.03
지니뮤직,10년 6월,103,2,2,1.59,1.70,354.82,2.95,0.01
지니뮤직,10년 9월,100,6,32,6.06,31.80,20.01,2.62,0.14
지니뮤직,10년 12월,98,4,-21,3.77,-21.14,-38.76,3.63,-0.09
지니뮤직,11년 3월,81,-2,-1,-2.98,-1.72,-386.05,2.40,-0.01
지니뮤직,11년 6월,77,-2,-1,-3.10,-1.62,-361.90,2.05,-0.01
지니뮤직,11년 9월,85,-7,-6,-8.77,-6.89,-126.04,3.42,-0.03
지니뮤직,11년 12월,69,-6,-15,-8.77,-22.34,-48.36,3.72,-0.07
지니뮤직,12년 3월,64,-9,-9,-14.62,-13.83,-93.07,4.25,-0.04
지니뮤직,12년 6월,73,-2,-2,-2.81,-2.87,-332.39,3.68,-0.01
지니뮤직,12년 9월,78,4,5,5.51,6.57,146.04,3.80,0.03
지니뮤직,12년 12월,99,13,-15,13.08,-15.52,-72.51,3.11,-
지니뮤직,13년 3월,105,4,4,3.57,3.69,287.23,2.76,0.01
지니뮤직,13년 6월,102,-15,-11,-14.96,-11.11,-135.08,3.90,-0.03
지니뮤직,13년 9월,131,-9,-8,-6.95,-5.93,-150.03,3.03,-0.02
지니뮤직,13년 12월,170,-1,-36,-0.59,-20.92,-29.43,3.02,-0.10
지니뮤직,15년 9월,232,14,17,5.90,7.17,151.35,4.31,0.03
지니뮤직,15년 12월,245,11,12,4.70,4.93,152.08,3.07,0.02
지니뮤직,16년 3월,239,19,20,8.09,8.40,85.03,2.76,0.03
지니뮤직,16년 6월,269,5,5,1.93,1.70,393.95,2.90,0.01
지니뮤직,16년 9월,279,12,15,4.17,5.27,116.03,2.68,0.02
지니뮤직,16년 12월,327,13,43,3.94,13.18,35.01,2.21,0.07
지니뮤직,17년 3월,338,9,10,2.68,2.88,203.61,2.87,0.01
지니뮤직,17년 6월,388,-13,-9,-3.46,-2.20,-301.15,2.77,-0.01
지니뮤직,17년 9월,418,11,9,2.52,2.16,241.96,2.29,0.01
지니뮤직,17년 12월,412,18,-44,4.33,-10.73,-52.76,2.57,-0.05
지니뮤직,18년 3월,317,6,9,2.02,2.86,253.91,2.50,0.01
지니뮤직,18년 6월,378,7,7,1.75,1.94,410.56,3.25,0.01
지니뮤직,18년 9월,412,20,17,4.78,4.21,166.73,3.06,0.02
지니뮤직,18년 12월,606,36,26,5.97,4.23,106.86,1.91,0.02
지니뮤직,19년 3월,513,25,26,4.79,4.99,104.58,1.80,0.02
지니뮤직,19년 6월,564,20,15,3.48,2.69,158.25,1.60,0.01
지니뮤직,19년 9월,618,18,10,2.87,1.57,213.73,1.37,0.01
지니뮤직,19년 12월,610,19,23,3.17,3.72,90.39,1.33,0.01
지니뮤직,20년 3월,605,21,18,3.44,3.05,63.17,0.75,0.01
지니뮤직,20년 6월,618,31,24,5.04,3.81,77.09,1.15,0.02
지니언스,17년 3월,38,3,3,7.52,8.90,-,0,0.02
지니언스,17년 9월,43,5,6,12.33,13.12,102.42,1.87,-
