title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg
서산,079650,건축자재,False,-22.5,4.02,-18.65,-0.13,-7.64,39.49
서암기계공업,100660,기계,False,6.56,8.28,-0.07,-8.38,70.02,-24.04
서연탑메탈,019770,자동차부품,False,-8.11,1.38,5,-1.62,117.76,33.75
서울리거,043710,건강관리업체 및 서비스,False,61.85,36.39,-21.4,-396.21,-2.89,-55.03
서울바이오시스,092190,디스플레이장비 및 부품,False,8.03,0.55,6.14,-4.9,71.85,84.28
서울반도체,046890,디스플레이장비 및 부품,False,5.81,0.55,4.18,-4.9,43.25,84.28
서울옥션,063170,판매업체,False,-3.93,-15.89,-0.04,-209.8,-20.42,-42.01
서울전자통신,027040,전기제품,False,-9.71,17.99,-3.61,2.73,16.27,148.48
서울제약,018680,제약,False,10.99,11.49,0.63,-258.49,-24.78,123.4
서원인텍,093920,핸드셋,False,-5.38,3.39,5.62,-7.02,7.74,102.66
서전기전,189860,전기장비,False,6.76,6.05,-5.8,2.18,-13.99,-82.91
서진시스템,178320,통신장비,False,33.24,16.58,7.56,-6.07,67.75,-127.81
서진오토모티브,122690,자동차부품,False,3.42,1.38,-0.63,-1.62,-3.29,33.75
서플러스글로벌,140070,반도체와 반도체 장비,False,3.28,11.5,6.71,4.21,15.72,18.62
서한,011370,건설,False,3.14,8.53,2.12,1.03,91.09,7.02
서호전기,065710,소프트웨어,False,3,9.35,21.85,2.33,9.09,163.9
서희건설,035890,건설,False,5,8.53,11.13,1.03,3.1,7.02
선광,003100,운송 인프라,False,4.23,5.31,16.58,10.58,30.41,-40.09
선데이토즈,123420,게임엔터테인먼트,False,2.98,37.78,5.99,-22.21,20.49,31.48
선익시스템,171090,디스플레이장비 및 부품,False,-15.2,0.55,7.67,-4.9,9.63,84.28
성광벤드,014620,기계,False,-0.11,8.28,5.24,-8.38,26.55,-24.04
성도이엔지,037350,반도체와 반도체 장비,False,17.8,11.5,4.9,4.21,-1.2,18.62
성우전자,081580,핸드셋,False,-11.75,3.39,-7.47,-7.02,-5.1,102.66
성우테크론,045300,반도체와 반도체 장비,False,4.14,11.5,9.57,4.21,18.27,18.62
성우하이텍,015750,자동차부품,False,-3.98,1.38,-0.27,-1.62,-10.97,33.75
성창오토텍,080470,자동차부품,False,-4.55,1.38,-3,-1.62,-47.87,33.75
성호전자,043260,전기제품,False,4.23,17.99,-4.77,2.73,-26.26,148.48
세경하이테크,148150,핸드셋,False,42.15,3.39,-4.54,-7.02,-70.44,102.66
세동,053060,자동차부품,False,5.48,1.38,-6.59,-1.62,-1.55,33.75
세명전기,017510,전기장비,False,3.52,6.05,1.48,2.18,23.84,-82.91
세미콘라이트,214310,디스플레이장비 및 부품,False,-25.89,0.55,-26.13,-4.9,-5.74,84.28
세보엠이씨,011560,건설,False,16.66,8.53,-3,1.03,-5.5,7.02
세운메디칼,100700,건강관리장비와 용품,False,5.7,16.26,26.11,-217.95,22.56,390.18
세원,234100,자동차부품,False,24.33,1.38,7.68,-1.62,57.27,33.75
세원물산,024830,자동차부품,False,14.83,1.38,9.73,-1.62,3.8,33.75
세종메디칼,258830,건강관리장비와 용품,False,8.31,16.26,16.27,-217.95,29.09,390.18
세종텔레콤,036630,다각화된 통신서비스,False,13.56,14.13,-1.54,0.84,-19.57,11.84
세중,039310,"호텔, 레스토랑, 레저",False,-12.91,10.8,1.18,-70.8,16.75,-41.62
세진티에스,067770,디스플레이장비 및 부품,False,-13.37,0.55,8.56,-4.9,20.27,84.28
세코닉스,053450,전자장비와 기기,False,13.94,9.27,-8.12,0.6,-1.54,51
세틀뱅크,234340,IT서비스,False,35.79,9.32,15.06,-0.69,24.42,23.77
세화피앤씨,252500,화장품,False,-,-,-,-,-,-
센트럴바이오,051980,건축자재,False,-18.18,4.02,-73.58,-0.13,-7.35,39.49
셀레믹스,331920,생물공학,False,49,29.47,-98.4,-688.98,-97.23,-67.12
셀루메드,049180,건강관리장비와 용품,False,22.23,16.26,-23.96,-217.95,-5.65,390.18
셀리드,299660,생물공학,False,-,-,-,-,-,-
셀리버리,268600,생물공학,False,17.57,29.47,-1580.03,-688.98,-103.82,-67.12
셀바스AI,108860,건강관리장비와 용품,False,-0.02,16.26,-10.48,-217.95,30.09,390.18
셀바스헬스케어,208370,건강관리장비와 용품,False,-1.07,16.26,2.16,-217.95,69.2,390.18
셀트리온제약,068760,제약,False,18.3,11.49,10.61,-258.49,390.53,123.4
셀트리온헬스케어,091990,제약,False,13.26,11.49,14.38,-258.49,87.53,123.4
소리바다,053110,방송과엔터테인먼트,False,5.29,14.98,-29.89,-19.88,-1.67,-39.21
소마젠,950200,생명과학 도구 및 서비스,False,-,-,-,-,-,-
소프트센,032680,IT서비스,False,-6.37,9.32,-1.39,-0.69,-12.79,23.77
소프트캠프,258790,소프트웨어,False,12.72,9.35,20.74,2.33,88.01,163.9
손오공,066910,레저용 장비와 제품,False,-17.2,-0.98,-4.13,-7.84,-15.27,-20.44
솔고바이오,043100,건강관리장비와 용품,False,-3.31,16.26,-21.86,-217.95,-1.95,390.18
솔루에타,154040,자동차부품,False,22.22,1.38,2.38,-1.62,-12.82,33.75
솔본,035610,건강관리기술,False,2.54,9.54,6.7,-293.38,-27.41,-3682.05
솔브레인,357780,반도체와 반도체 장비,False,-,-,-,-,-,-
솔브레인홀딩스,036830,반도체와 반도체 장비,False,12.23,11.5,7.28,4.21,0.3,18.62
솔트룩스,304100,IT서비스,False,22.88,9.32,0.14,-0.69,203.9,23.77
솔트웍스,230980,우주항공과 국방,False,16.39,14.15,-8.5,-5.6,-16.33,21.24
쇼박스,086980,방송과엔터테인먼트,False,-14.52,14.98,-3.03,-19.88,55.16,-39.21
수산아이앤티,050960,IT서비스,False,-0.52,9.32,16.72,-0.69,18.88,23.77
수성,084180,기계,False,-6.89,8.28,-7.64,-8.38,-4.58,-24.04
수젠텍,253840,건강관리장비와 용품,False,52.21,16.26,-182.08,-217.95,-16.75,390.18
슈펙스비앤피,058530,판매업체,False,-11.74,-15.89,14.01,-209.8,-1.43,-42.01
슈프리마,236200,전자장비와 기기,False,19.58,9.27,27.78,0.6,8.49,51
슈프리마아이디,317770,전자장비와 기기,False,-,-,-,-,-,-
슈프리마에이치큐,094840,전자장비와 기기,False,-4.98,9.27,2.49,0.6,9.22,51
슈피겐코리아,192440,핸드셋,False,19.84,3.39,14.54,-7.02,9.12,102.66
스맥,099440,기계,False,3.71,8.28,-18.87,-8.38,-3,-24.04
스카이문스테크놀로지,033790,통신장비,False,-24.05,16.58,-40.14,-6.07,-3.67,-127.81
스카이이앤엠,131100,화학,False,-2.43,9.18,-86.99,4.62,-3.06,52.81
스킨앤스킨,159910,화장품,False,-18.22,25.83,-20.92,-28.75,-8.26,63.53
스타모빌리티,158310,기계,False,25.04,8.28,-467.1,-8.38,-0.09,-24.04
스타플렉스,115570,화학,False,2.82,9.18,-4.83,4.62,-3.22,52.81
스튜디오드래곤,253450,방송과엔터테인먼트,False,44.77,14.98,6.08,-19.88,71.52,-39.21
스튜디오산타클로스,204630,방송과엔터테인먼트,False,11.78,14.98,-99.63,-19.88,-7.59,-39.21
스페코,013810,기계,False,-3.95,8.28,13.57,-8.38,18.46,-24.04
승일,049830,포장재,False,-0.44,5.6,-1.27,6.39,162.17,12.99
시공테크,020710,"호텔, 레스토랑, 레저",False,14.02,10.8,5.05,-70.8,6.88,-41.62
시그네틱스,033170,반도체와 반도체 장비,False,0.48,11.5,-12,4.21,-2.73,18.62
시너지이노베이션,048870,건강관리장비와 용품,False,51.76,16.26,4.39,-217.95,-14.08,390.18
시노펙스,025320,핸드셋,False,11.87,3.39,1.43,-7.02,-513.8,102.66
시스웍,269620,반도체와 반도체 장비,False,-15.08,11.5,3.39,4.21,65.86,18.62
시큐브,131090,소프트웨어,False,10.91,9.35,19.3,2.33,11.43,163.9
신도기연,290520,디스플레이장비 및 부품,False,17.35,0.55,19.98,-4.9,11.09,84.28
신라섬유,001000,무선통신서비스,False,3.02,1.04,4.91,5.5,471.71,12.57
신라에스지,025870,식품,False,3.57,10.85,1.4,3.99,-43.19,20.65
신라젠,215600,생물공학,False,19.66,29.47,-2903.8,-688.98,-15.56,-67.12
신성델타테크,065350,가정용 기기와 용품,False,4.76,5.66,2.1,1.6,48.87,17.42
신신제약,002800,제약,False,5.33,11.49,0.6,-258.49,596.46,123.4
신영스팩5호,323280,창업투자,False,-,-,-,-,-,-
신영스팩6호,344050,창업투자,False,-,-,-,-,-,-
신원종합개발,017000,건설,False,30.33,8.53,3.23,1.03,4.83,7.02
신일제약,012790,제약,False,6.5,11.49,15.46,-258.49,33.36,123.4
신진에스엠,138070,기계,False,1.33,8.28,3.65,-8.38,47.39,-24.04
신테카바이오,226330,건강관리업체 및 서비스,False,-,-,-,-,-,-
신한제5호스팩,323230,창업투자,False,-,-,-,-,-,-
신한제6호스팩,333050,창업투자,False,-,-,-,-,-,-
신화인터텍,056700,디스플레이장비 및 부품,False,5.69,0.55,1,-4.9,41.01,84.28
신화콘텍,187270,전기제품,False,7.99,17.99,-1.48,2.73,-17.48,148.48
신흥에스이씨,243840,전기제품,False,33.75,17.99,7.82,2.73,18.65,148.48
실리콘웍스,108320,디스플레이장비 및 부품,False,12.44,0.55,6.43,-4.9,16.35,84.28
심텍,222800,전자장비와 기기,False,8.09,9.27,6.87,0.6,10.77,51
심텍홀딩스,036710,전자장비와 기기,False,8.19,9.27,6.85,0.6,4.08,51
싸이맥스,160980,반도체와 반도체 장비,False,4.49,11.5,13.17,4.21,8.13,18.62
싸이토젠,217330,생물공학,False,-2.04,29.47,-9678.47,-688.98,-38,-67.12
쌍용정보통신,010280,IT서비스,False,-21,9.32,-2.17,-0.69,-266.49,23.77
썸에이지,208640,게임엔터테인먼트,False,-15.53,37.78,-485.93,-22.21,-15.25,31.48
쎄노텍,222420,화학,False,-11.11,9.18,-6.45,4.62,-21.67,52.81
쎄니트,037760,비철금속,False,-1.76,3.09,-0.25,-5.78,8.25,21.5
쎄미시스코,136510,디스플레이장비 및 부품,False,10.98,0.55,-44.15,-4.9,-5.98,84.28
쎄트렉아이,099320,우주항공과 국방,False,27.06,14.15,13.59,-5.6,20.76,21.24
쎌바이오텍,049960,생물공학,False,-7.61,29.47,8.67,-688.98,25.06,-67.12
쏠리드,050890,통신장비,False,-1.48,16.58,-2.68,-6.07,53.14,-127.81
씨씨에스,066790,방송과엔터테인먼트,False,-0.95,14.98,3.11,-19.88,-23.97,-39.21
씨아이에스,222080,전기제품,False,9.72,17.99,7.01,2.73,3432.03,148.48
씨앤지하이테크,264660,반도체와 반도체 장비,False,42.69,11.5,7.97,4.21,10.76,18.62
씨에스베어링,297090,기계,False,31.34,8.28,10.01,-8.38,50.29,-24.04
씨엔플러스,115530,전자장비와 기기,False,-7.51,9.27,-6.15,0.6,-14.43,51
씨엠에스에듀,225330,교육서비스,False,13.59,7.93,9.64,-8.86,19.54,-26.12
씨유메디칼,115480,전문소매,False,14.44,24.11,2.65,-19.13,-16.74,-11.75
씨젠,096530,생명과학 도구 및 서비스,False,18.28,19.79,47.38,-2011.32,17.31,48.68
씨케이에이치,900120,제약,False,-24.33,11.49,-119.15,-258.49,-0.43,123.4
씨큐브,101240,화장품,False,5.71,25.83,15.9,-28.75,14.74,63.53
씨티씨바이오,060590,제약,False,3.4,11.49,-3.67,-258.49,-6.81,123.4
씨티케이코스메틱스,260930,화장품,False,-4.58,25.83,-2.15,-28.75,128.39,63.53
아가방컴퍼니,013990,"섬유, 의류, 신발, 호화품",False,-3.69,5.16,-5.7,0.07,-6.29,29.35
아나패스,123860,디스플레이장비 및 부품,False,-15.07,0.55,-32.26,-4.9,-8.45,84.28
아난티,025980,"호텔, 레스토랑, 레저",False,1.89,10.8,-33.8,-70.8,-16.51,-41.62
아래스,050320,전자장비와 기기,False,-78.61,9.27,-75.5,0.6,17.38,51
아리온,058220,전자제품,False,-10.47,0.89,-193.07,-61.35,-0.71,24.63
아모그린텍,125210,전자장비와 기기,False,10.09,9.27,-1.43,0.6,-184.1,51
아모텍,052710,핸드셋,False,-5.66,3.39,-2.71,-7.02,-20.02,102.66
아미노로직스,074430,제약,False,5.06,11.49,-2.3,-258.49,-99.3,123.4
아미코젠,092040,생물공학,False,18.64,29.47,0.05,-688.98,48.27,-67.12
아바코,083930,디스플레이장비 및 부품,False,4.23,0.55,4.93,-4.9,11.28,84.28
아바텍,149950,디스플레이장비 및 부품,False,-1.48,0.55,2.89,-4.9,32.16,84.28
아비코전자,036010,전기제품,False,15.23,17.99,-2.28,2.73,-23.52,148.48
아세아텍,050860,기계,False,3.56,8.28,-1.82,-8.38,65.54,-24.04
아스타,246720,건강관리장비와 용품,False,73.48,16.26,-615.62,-217.95,-6,390.18
아스트,067390,우주항공과 국방,False,18.06,14.15,4.93,-5.6,-10.51,21.24
아시아경제,127710,출판,False,-12.04,13.25,6.89,3.86,9.84,30.9
아시아종묘,154030,생물공학,False,-5.56,29.47,-4.63,-688.98,-82.98,-67.12
아우딘퓨쳐스,227610,화장품,False,-1.59,25.83,-51.03,-28.75,-1.6,63.53
아이디스,143160,전자장비와 기기,False,2.24,9.27,8.57,0.6,25.14,51
아이디스홀딩스,054800,전자장비와 기기,False,6.84,9.27,8.35,0.6,-12.39,51
아이디피,332370,컴퓨터와 주변기기,False,16.01,7.43,16.46,-12.33,15.86,-42.73
아이비김영,339950,교육서비스,False,-,-,-,-,-,-
아이센스,099190,건강관리장비와 용품,False,12.74,16.26,15.53,-217.95,19.14,390.18
아이스크림에듀,289010,교육서비스,False,14.84,7.93,-0.22,-8.86,87.75,-26.12
아이쓰리시스템,214430,우주항공과 국방,False,0.49,14.15,-5.91,-5.6,267.83,21.24
아이씨디,040910,디스플레이장비 및 부품,False,-19.24,0.55,20.14,-4.9,6.09,84.28
아이씨케이,068940,전자장비와 기기,False,0.09,9.27,-5.87,0.6,-52.25,51
아이앤씨,052860,통신장비,False,14.57,16.58,-30.02,-6.07,-14.46,-127.81
아이에스이커머스,069920,인터넷과 카탈로그 소매,False,-22.83,9.76,-6.34,25.67,-5.37,21.07
아이에이,038880,자동차부품,False,-3.66,1.38,12.47,-1.62,30.6,33.75
아이에이네트웍스,123010,반도체와 반도체 장비,False,-42.58,11.5,-87.07,4.21,-12.09,18.62
아이엘사이언스,307180,디스플레이장비 및 부품,False,35.27,0.55,5.39,-4.9,-22.42,84.28
아이엠,101390,전자장비와 기기,False,1.66,9.27,-6.72,0.6,-1.67,51
아이엠이연이,090740,디스플레이장비 및 부품,False,-7.39,0.55,1.08,-4.9,-1.99,84.28
아이엠텍,226350,핸드셋,False,-44.52,3.39,-18.54,-7.02,-1.3,102.66
아이오케이,078860,방송과엔터테인먼트,False,53.47,14.98,0.27,-19.88,15.67,-39.21
아이원스,114810,반도체와 반도체 장비,False,13.89,11.5,1.44,4.21,-55.38,18.62
아이즈비전,031310,통신장비,False,-6.28,16.58,-0.56,-6.07,24.64,-127.81
아이진,185490,생물공학,False,151.39,29.47,-294.84,-688.98,-13.11,-67.12
아이컴포넌트,059100,디스플레이장비 및 부품,False,-18.48,0.55,4.01,-4.9,72.72,84.28
아이큐어,175250,화장품,False,30.71,25.83,-6.97,-28.75,-29.86,63.53
아이크래프트,052460,통신장비,False,-2.61,16.58,-4.36,-6.07,-63.86,-127.81
아이텍,119830,반도체와 반도체 장비,False,22.19,11.5,9.2,4.21,-91.79,18.62
아이톡시,052770,게임엔터테인먼트,False,-53.45,37.78,-406.8,-22.21,-10.85,31.48
아이티센,124500,IT서비스,False,77.96,9.32,1.61,-0.69,76.86,23.77
아이티엠반도체,084850,전자장비와 기기,False,32.67,9.27,6.49,0.6,76.47,51
아주IB투자,027360,창업투자,False,-12.21,22.75,19.05,3.1,24.32,27.48
아즈텍WB,032080,"섬유, 의류, 신발, 호화품",False,-5.35,5.16,-5.86,0.07,13.14,29.35
아진산업,013310,자동차부품,False,-4.49,1.38,3.77,-1.62,10.79,33.75
아진엑스텍,059120,반도체와 반도체 장비,False,5.49,11.5,14.26,4.21,13.85,18.62
아톤,158430,소프트웨어,False,-,-,-,-,-,-
아프리카TV,067160,양방향미디어와서비스,False,28.12,21.26,20.99,-21.8,21.34,115.6
안국약품,001540,제약,False,-3.61,11.49,3.95,-258.49,803.19,123.4
안랩,053800,소프트웨어,False,5.34,9.35,10.87,2.33,32.72,163.9
안트로젠,065660,제약,False,-5.38,11.49,-89.81,-258.49,-65.58,123.4
알로이스,297570,전자제품,False,75.09,0.89,15.7,-61.35,10.04,24.63
알리코제약,260660,제약,False,34,11.49,10.67,-258.49,11.64,123.4
알서포트,131370,소프트웨어,False,9.95,9.35,26.78,2.33,-187.73,163.9
알에스오토메이션,140670,기계,False,5.14,8.28,0.3,-8.38,444.52,-24.04
알에프세미,096610,핸드셋,False,-12.87,3.39,-18.79,-7.02,-6.65,102.66
알에프텍,061040,핸드셋,False,-4.04,3.39,4.42,-7.02,134.17,102.66
알엔투테크놀로지,148250,통신장비,False,20.31,16.58,12.18,-6.07,35.47,-127.81
알테오젠,196170,생물공학,False,62.25,29.47,5.39,-688.98,508.83,-67.12
알톤스포츠,123750,레저용 장비와 제품,False,-15.97,-0.98,-46.56,-7.84,9.88,-20.44
알티캐스트,085810,소프트웨어,False,-6.67,9.35,-11.33,2.33,-5.43,163.9
알파홀딩스,117670,반도체와 반도체 장비,False,8.91,11.5,-6.65,4.21,-4.76,18.62
압타머사이언스,291650,생물공학,False,48.35,29.47,-807.56,-688.98,-55.49,-67.12
압타바이오,293780,제약,False,19.5,11.49,-1776.64,-258.49,-89.56,123.4
애니젠,196300,생물공학,False,14.54,29.47,-34.43,-688.98,-14.33,-67.12
애니플러스,310200,방송과엔터테인먼트,False,22.51,14.98,0.05,-19.88,-27.62,-39.21
액션스퀘어,205500,게임엔터테인먼트,False,13.83,37.78,-30.44,-22.21,-22.2,31.48
액토즈소프트,052790,게임엔터테인먼트,False,-4.69,37.78,35.03,-22.21,8.22,31.48
액트,131400,전자장비와 기기,False,-4.84,9.27,-11.13,0.6,-14.81,51
액트로,290740,핸드셋,False,47.41,3.39,2.82,-7.02,10.82,102.66
앤디포스,238090,핸드셋,False,6.02,3.39,6.31,-7.02,202.43,102.66
앤씨앤,092600,반도체와 반도체 장비,False,7,11.5,-15.14,4.21,-14.25,18.62
앱클론,174900,생물공학,False,66.39,29.47,-213.07,-688.98,-72.74,-67.12
야스,255440,디스플레이장비 및 부품,False,1.53,0.55,2.4,-4.9,14.81,84.28
양지사,030960,문구류,False,-1.34,1.35,-5.65,-1.2,1.35,4.32
어보브반도체,102120,반도체와 반도체 장비,False,7.11,11.5,15.52,4.21,8.98,18.62
얼라인드,238120,생명과학 도구 및 서비스,False,18.27,19.79,-9.43,-2011.32,769.02,48.68
에너토크,019990,기계,False,-3.37,8.28,-0.88,-8.38,46.3,-24.04
에버다임,041440,기계,False,-9.67,8.28,1.95,-8.38,23.81,-24.04
에스넷,038680,통신장비,False,14.8,16.58,-0.77,-6.07,-215.31,-127.81
에스디생명공학,217480,화장품,False,14.28,25.83,-8.53,-28.75,-6.78,63.53
에스디시스템,121890,전자장비와 기기,False,-15.65,9.27,3.14,0.6,-2.24,51
에스맥,097780,핸드셋,False,6.41,3.39,6.76,-7.02,31.9,102.66
에스모,073070,자동차부품,False,-14.76,1.38,-45.82,-1.62,-0.79,33.75
에스모 머티리얼즈,087730,반도체와 반도체 장비,False,-10.8,11.5,-62.86,4.21,-0.27,18.62
에스씨디,042110,전기제품,False,9.15,17.99,0.96,2.73,30.48,148.48
에스씨엠생명과학,298060,제약,False,28.67,11.49,-29792.45,-258.49,-8.76,123.4
에스아이리소스,065420,석유와 가스,False,-20.16,7.14,-35.26,-10.84,-5.25,-9.37
에스앤더블류,103230,조선,False,-5.14,-3.94,-4.86,-8.11,-9.07,-26.88
에스앤씨엔진그룹,900080,자동차부품,False,-13.73,1.38,-81.18,-1.62,-1.15,33.75
에스앤에스텍,101490,반도체와 반도체 장비,False,16.07,11.5,15.15,4.21,65.45,18.62
에스에너지,095910,에너지 장비 및 서비스,False,-10.69,33.72,3.17,-35.36,-29.64,-72.19
에스에스알,275630,소프트웨어,False,18.27,9.35,-21.83,2.33,20.66,163.9
에스에이엠티,031330,전자장비와 기기,False,4.51,9.27,2.95,0.6,6.04,51
에스에이티,060540,핸드셋,False,18.29,3.39,5.23,-7.02,9.36,102.66
에스에프에이,056190,기계,False,6.13,8.28,12.59,-8.38,11.01,-24.04
에스엔유,080000,디스플레이장비 및 부품,False,3.61,0.55,11.72,-4.9,14.44,84.28
에스엠,041510,방송과엔터테인먼트,False,23.42,14.98,7.36,-19.88,-106.72,-39.21
에스엠코어,007820,기계,False,36.47,8.28,0.27,-8.38,62.74,-24.04
에스와이,109610,건축자재,False,7.48,4.02,-2.94,-0.13,-11.17,39.49
에스제이그룹,306040,"섬유, 의류, 신발, 호화품",False,40.72,5.16,14.95,0.07,11.35,29.35
에스제이케이,080440,자동차부품,False,-31.63,1.38,-70.61,-1.62,-1.1,33.75
에스코넥,096630,핸드셋,False,-8.72,3.39,-16.71,-7.02,-5.22,102.66
에스텍,069510,전자장비와 기기,False,5.17,9.27,2.63,0.6,10.47,51
에스텍파마,041910,제약,False,2.32,11.49,12.82,-258.49,13.09,123.4
에스트래픽,234300,IT서비스,False,-3.57,9.32,-29.46,-0.69,-5.6,23.77
에스티아이,039440,반도체와 반도체 장비,False,20.91,11.5,5.86,4.21,15.85,18.62
에스티오,098660,"섬유, 의류, 신발, 호화품",False,-5.39,5.16,3.75,0.07,19.82,29.35
에스티큐브,052020,전자장비와 기기,False,4.44,9.27,-49.61,0.6,-18.18,51
에스티팜,237690,제약,False,-22.5,11.49,-26.44,-258.49,-125.02,123.4
에스폴리텍,050760,화학,False,4.69,9.18,11.47,4.62,9.27,52.81
에스퓨얼셀,288620,전기제품,False,55.77,17.99,6.49,2.73,98.41,148.48
에스피시스템스,317830,기계,False,8.06,8.28,0.26,-8.38,-3521.56,-24.04
에스피지,058610,전기제품,False,27.44,17.99,3.54,2.73,19.02,148.48
에쎈테크,043340,기계,False,-10.82,8.28,0.6,-8.38,-138.91,-24.04
에이디칩스,054630,전자제품,False,-11.28,0.89,-14.25,-61.35,-3.83,24.63
에이디테크놀로지,200710,반도체와 반도체 장비,False,115.17,11.5,5.4,4.21,47.94,18.62
에이루트,096690,컴퓨터와 주변기기,False,-2.73,7.43,-2.33,-12.33,-101.03,-42.73
에이비엘바이오,298380,생물공학,False,-,-,-,-,-,-
에이비프로바이오,195990,기계,False,-13.61,8.28,-168.02,-8.38,-14.37,-24.04
에이스침대,003800,가구,False,10.86,27.33,15.67,4.83,10.99,21.84
에이스테크,088800,통신장비,False,5.53,16.58,-19.52,-6.07,-19.68,-127.81
에이스토리,241840,방송과엔터테인먼트,False,1.11,14.98,-66.41,-19.88,-10.15,-39.21
에이씨티,138360,화장품,False,-8.13,25.83,-12.1,-28.75,47.94,63.53
에이아이비트,039230,디스플레이장비 및 부품,False,1.97,0.55,1.95,-4.9,-2.31,84.28
에이에프더블류,312610,전기제품,False,25.82,17.99,8.38,2.73,46.96,148.48
에이치시티,072990,전자장비와 기기,False,18.86,9.27,16.33,0.6,11.77,51
에이치엔티,176440,핸드셋,False,6.32,3.39,-14,-7.02,-146.54,102.66
에이치엘비,028300,조선,False,8.43,-3.94,-101.01,-8.11,-204.51,-26.88
에이치엘비생명과학,067630,제약,False,39.24,11.49,-4.94,-258.49,-64.98,123.4
에이치엘비파워,043220,기계,False,9.1,8.28,7.99,-8.38,127.53,-24.04
에이치엘사이언스,239610,제약,False,46.34,11.49,15.75,-258.49,12.02,123.4
에이치엠씨제4호스팩,353070,창업투자,False,-,-,-,-,-,-
에이치케이,044780,기계,False,-3.83,8.28,-1.41,-8.38,-139.95,-24.04
에이테크솔루션,071670,기계,False,-0.13,8.28,1.41,-8.38,60.84,-24.04
에이텍,045660,컴퓨터와 주변기기,False,2.1,7.43,6.21,-12.33,31.7,-42.73
에이텍티앤,224110,컴퓨터와 주변기기,False,52.57,7.43,2.39,-12.33,40.94,-42.73
에이티넘인베스트,021080,창업투자,False,17.42,22.75,19.6,3.1,22.09,27.48
에이티세미콘,089530,반도체와 반도체 장비,False,12.78,11.5,1.38,4.21,-18.93,18.62
에이팩트,200470,반도체와 반도체 장비,False,43.42,11.5,15.53,4.21,32.42,18.62
에이프런티어,036180,생명과학 도구 및 서비스,False,15.65,19.79,0.54,-2011.32,-5.26,48.68
에이프로,262260,전자장비와 기기,False,73.89,9.27,15.41,0.6,32.23,51
에이프로젠 H&G,109960,제약,False,30.65,11.49,-11.16,-258.49,39.86,123.4
에이피티씨,089970,반도체와 반도체 장비,False,16.16,11.5,26.38,4.21,25.09,18.62
에치에프알,230240,통신장비,False,-,-,-,-,-,-
에코마이스터,064510,기계,False,-6.58,8.28,-56.09,-8.38,-3.05,-24.04
에코마케팅,230360,광고,False,88.44,17.36,32.65,15.59,15.17,17.94
에코바이오,038870,독립전력생산 및 에너지거래,False,-3.09,-3.09,-1.41,-1.41,18.43,18.7
에코캡,128540,자동차부품,False,-5.46,1.38,-9.93,-1.62,-8.17,33.75
에코프로,086520,화학,False,60.3,9.18,6.55,4.62,38.47,52.81
에코프로비엠,247540,전기제품,False,83.41,17.99,5.04,2.73,97.98,148.48
에코플라스틱,038110,자동차부품,False,3.62,1.38,-0.39,-1.62,-4.33,33.75
에프알텍,073540,통신장비,False,6.04,16.58,-3.5,-6.07,-44.97,-127.81
에프앤리퍼블릭,064090,화장품,False,-14.54,25.83,-84.13,-28.75,-0.76,63.53
에프에스티,036810,반도체와 반도체 장비,False,3.83,11.5,16.81,4.21,21.79,18.62
에프엔씨엔터,173940,방송과엔터테인먼트,False,-2.71,14.98,-5.84,-19.88,-14.33,-39.21
에프엔에스테크,083500,디스플레이장비 및 부품,False,-19.18,0.55,14.81,-4.9,7.72,84.28
엑사이엔씨,054940,반도체와 반도체 장비,False,14.45,11.5,1.67,4.21,29.41,18.62
엑세스바이오,950130,생명과학 도구 및 서비스,False,9.85,19.79,-0.35,-2011.32,-127.19,48.68
엑셈,205100,소프트웨어,False,7.74,9.35,23.23,2.33,15.98,163.9
엑스큐어,070300,핸드셋,False,-6.72,3.39,-7.75,-7.02,-72.58,102.66
엑시콘,092870,반도체와 반도체 장비,False,-5.37,11.5,-22.8,4.21,-244.55,18.62
엔바이오니아,317870,가정용 기기와 용품,False,20.8,5.66,0.41,1.6,139.61,17.42
엔브이에이치코리아,067570,자동차부품,False,13.2,1.38,2.91,-1.62,-8.02,33.75
엔시트론,101400,반도체와 반도체 장비,False,-36.03,11.5,-42.92,4.21,-3.48,18.62
엔에스,217820,전기제품,False,29.99,17.99,5.14,2.73,18.24,148.48
엔에스엔,031860,레저용 장비와 제품,False,20.81,-0.98,-42.36,-7.84,-9.69,-20.44
엔에이치스팩13호,310840,창업투자,False,-,-,-,-,-,-
엔에이치스팩14호,319400,창업투자,False,-,-,-,-,-,-
엔에이치스팩16호,353190,창업투자,False,-,-,-,-,-,-
엔에이치스팩17호,359090,창업투자,False,-,-,-,-,-,-
엔지스테크널러지,208860,소프트웨어,False,19.6,9.35,-32.5,2.33,-8.03,163.9
엔지켐생명과학,183490,제약,False,12.96,11.49,-47.97,-258.49,-52.05,123.4
엔케이맥스,182400,생명과학 도구 및 서비스,False,8.36,19.79,-393.31,-2011.32,-10.69,48.68
엔터메이트,206400,게임엔터테인먼트,False,-7.67,37.78,12.64,-22.21,-19.07,31.48
엔텔스,069410,IT서비스,False,2.18,9.32,3.69,-0.69,8.93,23.77
