title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
경인전자,009140,전자제품,True,-20.58,0.89,-2.7,-61.35,13.53,24.76,4.420
계룡건설산업,013580,건설,True,5.13,8.53,6.21,0.98,2.88,6.98,299.218
계양전기,012200,자동차부품,True,4.47,1.38,0.02,-1.59,13.37,34.78,51.740
고려산업,002140,식품,True,3.76,10.85,5.07,4.04,12.57,19.05,115.491
고려아연,010130,비철금속,True,4.61,3.09,11.06,-5.72,13.53,21.62,14.655
고려제강,002240,철강,True,4.98,4.43,-1.19,0.84,-14.42,39.86,58.830
광동제약,009290,제약,True,5.44,11.49,3.57,-258.45,9.41,111.38,77.174
광명전기,017040,전기장비,True,10.8,6.05,5.71,2.33,11.15,-73.59,48.685
광전자,017900,전자장비와 기기,True,-0.93,9.52,-2.47,0.39,-43.46,39.58,17.024
광주신세계,037710,백화점과 일반상점,True,-9.71,5,32.42,-12.81,5.91,-27.53,13.798
교보증권,030610,증권,True,9.34,12.58,8.69,6.64,7.71,7.64,
국도화학,007690,화학,True,5.59,9.18,3.97,4.6,8.24,52.9,71.429
국동,005320,"섬유, 의류, 신발, 호화품",True,4.17,5.16,9.33,-0.15,7.17,26.53,106.660
국보,001140,항공화물운송과 물류,True,0.66,4.94,-5.81,1.35,-7.39,17.2,303.288
국제약품,002720,제약,True,-2.71,11.49,6.8,-258.45,35.82,111.38,120.812
그린케미칼,083420,화학,True,-1.63,9.18,6.25,4.6,13.48,52.9,72.191
극동유화,014530,석유와 가스,True,50.98,7.14,2.26,-10.86,9.83,-9.59,71.269
금강공업,014280,건축제품,True,-3.04,3.76,-0.62,-0.85,-9.76,-52.33,141.083
금비,008870,포장재,True,0.14,5.6,3.26,5.88,64.87,13.64,59.089
금양,001570,화학,True,0.79,9.18,3.79,4.6,-17.72,52.9,228.353
금호산업,002990,건설,True,5.68,8.53,4.49,0.98,10.1,6.98,255.234
금호석유화학,011780,화학,True,7.83,9.18,10.48,4.6,11.01,52.9,72.577
금호에이치티,214330,자동차부품,True,6.38,1.38,-1.72,-1.59,-39.46,34.78,86.571
금호전기,001210,디스플레이장비 및 부품,True,-46.68,0.55,-15.51,-4.96,-1.64,84.62,333.725
금호타이어,073240,자동차부품,True,-7.02,1.38,0.32,-1.59,-11.37,34.78,203.989
기신정기,092440,기계,True,4.96,8.28,6.89,-8.39,14.31,-24.97,5.185
기아자동차,000270,자동차,True,3.32,4.2,2.3,-5.63,27.79,42.33,90.988
기업은행,024110,은행,True,3.5,8.33,13.56,12.84,4.9,5.11,
까뮤이앤씨,013700,건설,True,26.59,8.53,2.89,0.98,8.11,6.98,138.082
깨끗한나라,004540,종이와 목재,True,-5.59,-1.93,8.72,-3.3,4.54,31.73,231.353
남광토건,001260,건설,True,8.76,8.53,3.06,0.98,18.67,6.98,283.120
남선알미늄,008350,건축제품,True,-6.77,3.76,1.54,-0.85,44.38,-52.33,65.008
남성,004270,전자장비와 기기,True,-4.49,9.52,-2.74,0.39,-37.89,39.58,138.340
남양유업,003920,식품,True,-5.95,10.85,-3.58,4.04,-9.02,19.05,15.799
남해화학,025860,화학,True,2.68,9.18,2.42,4.6,18.26,52.9,33.915
넥센,005720,자동차부품,True,92.46,1.38,2.84,-1.59,11.54,34.78,103.224
넥센타이어,002350,자동차부품,True,2.2,1.38,2.11,-1.59,36.4,34.78,120.556
넥스트사이언스,003580,건축자재,True,24.26,4.02,-36.03,0,-16.86,39.63,59.623
넷마블,251270,게임엔터테인먼트,True,13.25,37.78,9.65,-22.21,52.81,31.52,24.907
노루페인트,090350,건축자재,True,10.57,4.02,4.15,0,8.35,39.63,94.604
노루홀딩스,000320,건축자재,True,8.61,4.02,2.73,0,36.43,39.63,77.521
녹십자,006280,제약,True,4.57,11.49,3.38,-258.45,99.92,111.38,65.471
녹십자홀딩스,005250,제약,True,4.03,11.49,1.87,-258.45,54.6,111.38,84.115
농심,004370,식품,True,1.87,10.85,5.84,4.04,13.08,19.05,36.703
농심홀딩스,072710,식품,True,2.54,10.85,11.75,4.04,5.55,19.05,31.924
다스코,058730,건축제품,True,11.22,3.76,-1.07,-0.85,-26.05,-52.33,74.114
다우기술,023590,IT서비스,True,41.18,9.32,10.47,-0.65,5.06,23.68,807.259
대교,019680,교육서비스,True,-2.45,7.93,-2.41,-8.99,-19.36,-24.02,50.006
대구백화점,006370,백화점과 일반상점,True,-9.58,5,-17.19,-12.81,-6.1,-27.53,135.368
대덕,008060,전자장비와 기기,True,29.75,9.52,-19.52,0.39,1.46,39.58,15.596
대덕전자,353200,전자장비와 기기,True,,,,,,,
대동공업,000490,기계,True,12.47,8.28,2.14,-8.39,23.26,-24.97,269.997
대동전자,008110,전자장비와 기기,True,3.15,9.52,-7,0.39,184.85,39.58,23.970
대림건설,001880,건설,True,11.99,8.53,12.71,0.98,4.44,6.98,86.029
대림비앤코,005750,건축제품,True,4.18,3.76,0.07,-0.85,-20.8,-52.33,93.945
대림산업,000210,건설,True,-0.52,8.53,12.07,0.98,4.02,6.98,99.582
대림통상,006570,건축제품,True,1.73,3.76,-4.7,-0.85,-3.96,-52.33,95.691
대상,001680,식품,True,1.26,10.85,5.49,4.04,6.51,19.05,134.504
대상홀딩스,084690,식품,True,2.3,10.85,5.61,4.04,3.46,19.05,139.502
대성산업,128820,석유와 가스,True,1.29,7.14,-1.16,-10.86,-2.16,-9.59,166.553
대성에너지,117580,가스 유틸리티,True,1.61,2.74,1.94,2.23,10.71,25.33,127.487
대성홀딩스,016710,가스 유틸리티,True,1.65,2.74,1.33,2.23,32.35,25.33,110.415
대신증권,003540,증권,True,-13.28,12.58,-0.15,6.64,24.1,7.64,
대양금속,009190,비철금속,True,1.2,3.09,0.85,-5.72,55.91,21.62,35.655
대영포장,014160,포장재,True,0.37,5.6,2.2,5.88,28.78,13.64,40.994
대우건설,047040,건설,True,-7.99,8.53,4.4,0.98,7.59,6.98,289.740
대우부품,009320,자동차부품,True,-0.09,1.38,-0.75,-1.59,-69.06,34.78,109.777
대우조선해양,042660,조선,True,-13.29,-3.94,6.84,-8.11,16.47,-28.74,200.303
대웅,003090,제약,True,10.4,11.49,6.62,-258.45,26.9,111.38,62.551
대웅제약,069620,제약,True,8,11.49,1.03,-258.45,-680.38,111.38,95.884
대원강업,000430,자동차부품,True,-3.73,1.38,0.9,-1.59,89.19,34.78,78.442
대원전선,006340,전기장비,True,-1.69,6.05,0.52,2.33,-281.14,-73.59,135.937
대원제약,003220,제약,True,9.7,11.49,10.24,-258.45,16.1,111.38,60.385
대원화성,024890,"섬유, 의류, 신발, 호화품",True,2.28,5.16,2.8,-0.15,44.03,26.53,64.297
대유에이텍,002880,자동차부품,True,7.96,1.38,2.79,-1.59,6.3,34.78,373.339
대유플러스,000300,자동차부품,True,6.88,1.38,5.77,-1.59,50.75,34.78,533.500
대창,012800,비철금속,True,3.21,3.09,2.17,-5.72,24.38,21.62,167.868
대창단조,015230,기계,True,9.12,8.28,7.7,-8.39,7.65,-24.97,25.232
대한방직,001070,"섬유, 의류, 신발, 호화품",True,-13.98,5.16,-4.5,-0.15,-18.45,26.53,56.832
대한유화,006650,화학,True,9.12,9.18,5.96,4.6,18.08,52.9,13.936
대한전선,001440,전기장비,True,4.21,6.05,3.53,2.33,87.73,-73.59,295.039
대한제강,084010,철강,True,4.4,4.43,4.95,0.84,7.52,39.86,37.472
대한제당,001790,식품,True,-1.6,10.85,3.04,4.04,8.63,19.05,146.197
대한제분,001130,식품,True,4.96,10.85,2.86,4.04,9.6,19.05,32.277
대한항공,003490,항공사,True,2.63,15.13,2.43,-51.39,-5.64,-3.72,871.454
대한해운,005880,해운사,True,23.01,2.28,14.33,16.23,46.83,97.52,273.198
대한화섬,003830,화학,True,2.97,9.18,3.23,4.6,7.82,52.9,14.240
대현,016090,"섬유, 의류, 신발, 호화품",True,2.26,5.16,3.87,-0.15,6.56,26.53,32.397
대호에이엘,069460,비철금속,True,-0.03,3.09,-0.17,-5.72,-35.34,21.62,206.930
더블유게임즈,192080,게임엔터테인먼트,True,48.9,37.78,29.59,-22.21,10.47,31.52,66.067
더존비즈온,012510,소프트웨어,True,14.11,9.35,25.11,2.33,61.34,165.38,100.276
덕성,004830,"섬유, 의류, 신발, 호화품",True,-5.82,5.16,4.6,-0.15,35.02,26.53,63.321
덕양산업,024900,자동차부품,True,8.98,1.38,-0.82,-1.59,-4.19,34.78,726.606
덴티움,145720,건강관리장비와 용품,True,28.15,16.26,12.35,-217.67,187.86,305.67,164.900
도화엔지니어링,002150,건설,True,16.7,8.53,4.38,0.98,13.05,6.98,61.920
동국제강,001230,철강,True,4.16,4.43,4.35,0.84,-14.36,39.86,179.626
동남합성,023450,화학,True,6.54,9.18,10.83,4.6,6.63,52.9,27.662
동방,004140,항공화물운송과 물류,True,4.01,4.94,3.21,1.35,-3.17,17.2,443.418
동방아그로,007590,화학,True,2.47,9.18,-6.45,4.6,12.13,52.9,41.456
동부건설,005960,건설,True,25.43,8.53,4.7,0.98,3.94,6.98,112.056
동서,026960,식품,True,-0.76,10.85,8.01,4.04,20.88,19.05,9.345
동성제약,002210,제약,True,2.77,11.49,-6.42,-258.45,-31.6,111.38,87.922
동성코퍼레이션,102260,화학,True,-0.12,9.18,6.21,4.6,19.76,52.9,103.265
동성화학,005190,화학,True,4.37,9.18,14.27,4.6,5,52.9,52.388
동아쏘시오홀딩스,000640,제약,True,1.96,11.49,6.83,-258.45,33.29,111.38,81.894
동아에스티,170900,제약,True,2.99,11.49,8.55,-258.45,9.32,111.38,56.192
동아지질,028100,건설,True,5.63,8.53,3.71,0.98,16.57,6.98,66.223
동아타이어,282690,자동차부품,True,,,,,,,8.105
동양,001520,건축자재,True,7.01,4.02,-2.44,0,223.35,39.63,24.202
동양고속,084670,도로와 철도운송,True,-3.34,-1.27,-9.6,0.07,3.8,29.08,41.320
동양물산기업,002900,기계,True,19.82,8.28,4.15,-8.39,20.21,-24.97,327.313
동양생명,082640,생명보험,True,-5.58,-0.22,1.73,2.72,4.62,12.99,
동양철관,008970,철강,True,8.12,4.43,5.18,0.84,17.8,39.86,105.683
동양피스톤,092780,자동차부품,True,6.97,1.38,1.92,-1.59,57.57,34.78,223.761
동원F&B,049770,식품,True,10.58,10.85,3.49,4.04,9.57,19.05,130.988
동원금속,018500,자동차부품,True,-2.52,1.38,0.53,-1.59,-1.95,34.78,1136.094
동원산업,006040,식품,True,19.39,10.85,8.07,4.04,8.69,19.05,176.880
동원수산,030720,식품,True,7.2,10.85,1.56,4.04,63.95,19.05,93.985
동원시스템즈,014820,포장재,True,-7.12,5.6,8.05,5.88,18.33,13.64,101.233
동일고무벨트,163560,자동차부품,True,3.76,1.38,7.12,-1.59,12.42,34.78,45.440
동일산업,004890,철강,True,5.23,4.43,-1.44,0.84,63.59,39.86,14.428
동일제강,002690,철강,True,10.37,4.43,0.75,0.84,37.94,39.86,12.619
동화약품,000020,제약,True,8.95,11.49,8.28,-258.45,20.44,111.38,24.978
두산,000150,복합기업,True,4.02,3.68,3.44,5.86,8.38,22.99,327.738
두산밥캣,241560,기계,True,11.11,8.28,8.39,-8.39,17.34,-24.97,68.488
두산솔루스,336370,전자장비와 기기,True,,,,,,,251.413
두산인프라코어,042670,기계,True,12.63,8.28,8.27,-8.39,11.73,-24.97,165.693
두산중공업,034020,기계,True,3.92,8.28,2.54,-8.39,-3.27,-24.97,300.021
두산퓨얼셀,336260,전기제품,True,,,,,,,197.271
두올,016740,자동차부품,True,16.34,1.38,5.33,-1.59,17.98,34.78,105.752
드림텍,192650,핸드셋,True,0.15,3.39,2.19,-7.02,63.98,102.62,70.546
디씨엠,024090,비철금속,True,4.18,3.09,8.29,-5.72,5.85,21.62,18.461
디아이,003160,반도체와 반도체 장비,True,-0.06,11.5,-3.6,4.25,13.12,16.95,50.988
디아이동일,001530,"섬유, 의류, 신발, 호화품",True,4.54,5.16,5.45,-0.15,14.96,26.53,82.107
디아이씨,092200,자동차부품,True,1.06,1.38,-9.4,-1.59,-0.67,34.78,318.953
디와이,013570,기계,True,5.7,8.28,3.99,-8.39,15.77,-24.97,59.075
디와이파워,210540,기계,True,14.44,8.28,8.15,-8.39,7.26,-24.97,57.222
디티알오토모티브,007340,자동차부품,True,5.33,1.38,7.44,-1.59,4.67,34.78,45.623
디피씨,026890,전기제품,True,7.34,17.99,13.14,2.76,24.49,143.11,41.144
락앤락,115390,포장재,True,4.57,5.6,4.25,5.88,46.4,13.64,16.948
롯데관광개발,032350,"호텔, 레스토랑, 레저",True,20.64,10.8,-537.49,-70.93,-25.52,-41.28,89.740
롯데리츠,330590,부동산,True,,,,,,,83.683
롯데손해보험,000400,손해보험,True,6.67,7.44,-2.16,2.54,-21.33,8.44,
롯데쇼핑,023530,백화점과 일반상점,True,-9.93,5,1.26,-12.81,-2.22,-27.53,188.123
롯데정밀화학,004000,화학,True,5.69,9.18,12.24,4.6,8.96,52.9,20.064
롯데정보통신,286940,IT서비스,True,,,,,,,78.449
롯데제과,280360,식품,True,,,,,,,108.810
롯데지주,004990,식품,True,57.93,10.85,1.83,4.04,-5.36,19.05,100.265
롯데칠성음료,005300,음료,True,2.38,1.64,3.07,1.96,-10.14,171.37,165.187
롯데케미칼,011170,화학,True,4.58,9.18,2.34,4.6,85.43,52.9,42.624
롯데푸드,002270,식품,True,0.48,10.85,2.58,4.04,4.85,19.05,86.728
롯데하이마트,071840,전문소매,True,0.73,24.11,3.1,-19.13,-8.21,-11.83,61.692
마니커,027740,식품,True,1.69,10.85,-16.25,4.04,-3.33,19.05,107.733
만도,204320,자동차부품,True,0.65,1.38,0.56,-1.59,-37.75,34.78,189.832
만호제강,001080,철강,True,-2.85,4.43,-0.02,0.84,100.45,39.86,8.193
맥쿼리인프라,088980,운송 인프라,True,,,,,,,
맵스리얼티1,094800,-,True,,,,,,,
메리츠금융지주,138040,손해보험,True,21.79,7.44,4.08,2.54,3.23,8.44,
메리츠증권,008560,증권,True,34.04,12.58,4.65,6.64,4.94,7.64,
메리츠화재,000060,손해보험,True,12.26,7.44,3.88,2.54,5.01,8.44,
메타랩스,090370,"섬유, 의류, 신발, 호화품",True,9.22,5.16,-0.23,-0.15,-4.32,26.53,67.711
명문제약,017180,제약,True,1.65,11.49,-17.92,-258.45,-7.37,111.38,229.746
모나리자,012690,가정용품,True,-0.95,9.47,7.91,6.25,26.21,13.11,18.391
모나미,005360,문구류,True,-1.97,1.35,0.63,-1.2,-42.15,4.44,140.370
모두투어리츠,204210,부동산,True,17.4,15.65,59.9,45.89,9.5,15.26,148.446
모토닉,009680,자동차부품,True,2.06,1.38,5.64,-1.59,38.4,34.78,8.077
무림P&P,009580,종이와 목재,True,1.79,-1.93,2.56,-3.3,-13.6,31.73,117.597
무림페이퍼,009200,종이와 목재,True,-0.23,-1.93,6.1,-3.3,-8.36,31.73,213.784
무학,033920,음료,True,-14.92,1.64,-4.17,1.96,-8.04,171.37,21.308
문배철강,008420,철강,True,7.75,4.43,1.17,0.84,19.51,39.86,75.360
미래산업,025560,반도체와 반도체 장비,True,5.91,11.5,-0.3,4.25,-7.67,16.95,13.090
미래아이앤지,007120,IT서비스,True,-8.71,9.32,2.23,-0.65,1.46,23.68,3.904
미래에셋대우,006800,증권,True,25.35,12.58,8.99,6.64,9.25,7.64,
미래에셋맵스리츠,357250,부동산,True,,,,,,,
미래에셋생명,085620,생명보험,True,-5.8,-0.22,4.52,2.72,6.02,12.99,
미원상사,002840,화학,True,0.95,9.18,14.13,4.6,13.31,52.9,25.000
미원에스씨,268280,화학,True,,,,,,,25.087
미원홀딩스,107590,화학,True,25.58,9.18,5.87,4.6,9.45,52.9,59.491
미원화학,134380,화학,True,3.41,9.18,10.95,4.6,9.04,52.9,16.575
미창석유공업,003650,석유와 가스,True,4.88,7.14,7.02,-10.86,5.82,-9.59,14.506
바다로19호,155900,해운사,True,-13.72,2.28,52,16.23,22.82,97.52,3.338
방림,003610,"섬유, 의류, 신발, 호화품",True,-4.35,5.16,0.03,-0.15,15.64,26.53,24.781
백광산업,001340,화학,True,7.74,9.18,7.84,4.6,15.61,52.9,96.506
백산,035150,"섬유, 의류, 신발, 호화품",True,32.67,5.16,-0.39,-0.15,-15.04,26.53,132.426
범양건영,002410,건설,True,36.34,8.53,5.41,0.98,8.05,6.98,97.813
베트남개발1,096300,-,True,,,,,,,
벽산,007210,건축자재,True,-0.78,4.02,1.55,0,-720.12,39.63,58.713
보락,002760,식품,True,0.39,10.85,0.87,4.04,290.88,19.05,26.554
보령제약,003850,제약,True,8.62,11.49,7.43,-258.45,28.75,111.38,79.404
보해양조,000890,음료,True,-13.02,1.64,-14.88,1.96,-8.4,171.37,109.061
부광약품,003000,제약,True,6.66,11.49,2.79,-258.45,548.93,111.38,19.005
부국증권,001270,증권,True,-6.81,12.58,6.05,6.64,6.53,7.64,
부국철강,026940,철강,True,-1.92,4.43,0.58,0.84,164.31,39.86,8.633
부산도시가스,015350,가스 유틸리티,True,3.13,2.74,3.17,2.23,2.98,25.33,54.798
부산산업,011390,건축자재,True,4.66,4.02,4.95,0,46.95,39.63,75.177
부산주공,005030,자동차부품,True,4.44,1.38,-7.86,-1.59,-1.65,34.78,838.016
비비안,002070,"섬유, 의류, 신발, 호화품",True,-1.86,5.16,-1.93,-0.15,-4.15,26.53,31.558
비상교육,100220,교육서비스,True,11.49,7.93,-9.72,-8.99,-12.2,-24.02,33.470
비케이탑스,030790,IT서비스,True,-16.04,9.32,-32.86,-0.65,-7.7,23.68,144.468
비티원,101140,"섬유, 의류, 신발, 호화품",True,-5.33,5.16,-38.95,-0.15,3408.5,26.53,37.764
빅히트,352820,방송과엔터테인먼트,True,155.47,14.98,16.81,-19.87,87.34,-34.19,
빙그레,005180,식품,True,2.6,10.85,5.01,4.04,10.98,19.05,19.922
사조대림,003960,식품,True,11.72,10.85,3.31,4.04,8.45,19.05,152.645
사조동아원,008040,식품,True,2.59,10.85,3.85,4.04,17.88,19.05,136.990
사조산업,007160,식품,True,1.56,10.85,0.22,4.04,-16.16,19.05,134.508
사조씨푸드,014710,식품,True,2.56,10.85,2,4.04,-10.1,19.05,70.425
사조오양,006090,식품,True,3.96,10.85,8.9,4.04,4.57,19.05,85.700
삼광글라스,005090,포장재,True,-0.41,5.6,1.8,5.88,64.65,13.64,122.606
삼부토건,001470,건설,True,-16.62,8.53,1.88,0.98,156.05,6.98,109.716
삼성SDI,006400,전기제품,True,24.75,17.99,3.92,2.76,184.01,143.11,56.805
삼성공조,006660,자동차부품,True,-3.87,1.38,-6.03,-1.59,28.18,34.78,18.143
삼성물산,028260,복합기업,True,3.06,3.68,3.11,5.86,21.48,22.99,71.982
삼성바이오로직스,207940,제약,True,33.54,11.49,27.82,-258.45,149.32,111.38,35.760
삼성생명,032830,생명보험,True,1.48,-0.22,3.5,2.72,16.77,12.99,
삼성에스디에스,018260,IT서비스,True,9.43,9.32,8.46,-0.65,26.43,23.68,34.142
삼성엔지니어링,028050,건설,True,-3.15,8.53,5.13,0.98,10.59,6.98,248.864
삼성전기,009150,전자장비와 기기,True,10.05,9.52,8.94,0.39,29.77,39.58,59.744
삼성전자,005930,반도체와 반도체 장비,True,4.51,11.5,14.36,4.25,16.25,16.95,34.116
삼성제약,001360,제약,True,-1.89,11.49,-17.85,-258.45,-21.16,111.38,17.996
삼성중공업,010140,조선,True,-10.97,-3.94,-13.81,-8.11,-3.4,-28.74,159.102
삼성증권,016360,증권,True,14.55,12.58,9.25,6.64,10.89,7.64,
삼성출판사,068290,문구류,True,7.35,1.35,1.42,-1.2,64.9,4.44,98.787
삼성카드,029780,카드,True,-1.73,-1.73,15.38,15.38,10.7,10.79,
삼성화재해상보험,000810,손해보험,True,2.03,7.44,3.72,2.54,14.68,8.44,
삼아알미늄,006110,비철금속,True,13.92,3.09,3.53,-5.72,21.49,21.62,91.561
삼양사,145990,식품,True,1.57,10.85,4.53,4.04,11.19,19.05,84.489
삼양식품,003230,식품,True,14.8,10.85,15.48,4.04,9.87,19.05,63.525
삼양통상,002170,"섬유, 의류, 신발, 호화품",True,-0.63,5.16,28.6,-0.15,4.23,26.53,13.064
삼양패키징,272550,포장재,True,6.58,5.6,13.44,5.88,7.34,13.64,97.001
삼양홀딩스,000070,식품,True,2.49,10.85,4.61,4.04,13.4,19.05,76.866
삼영무역,002810,화학,True,6.99,9.18,5.1,4.6,8.09,52.9,28.512
삼영전자공업,005680,전기제품,True,-2.22,17.99,3.65,2.76,16.63,143.11,3.776
삼영화학공업,003720,화학,True,-0.74,9.18,1.25,4.6,-236.77,52.9,141.409
삼원강재,023000,자동차부품,True,0.12,1.38,3.8,-1.59,13.33,34.78,18.822
삼익THK,004380,기계,True,-2.6,8.28,3.09,-8.39,36.72,-24.97,108.444
삼익악기,002450,레저용 장비와 제품,True,8.35,-0.98,7.66,-7.84,227.77,-20.63,173.394
삼일씨엔에스,004440,건축자재,True,-11.71,4.02,1.55,0,59.72,39.63,20.966
삼일제약,000520,제약,True,7.77,11.49,6.06,-258.45,155.97,111.38,195.275
삼정펄프,009770,가정용품,True,-1.11,9.47,9.88,6.25,3.09,13.11,11.731
삼진제약,005500,제약,True,0.36,11.49,13.23,-258.45,15.87,111.38,23.637
삼천리,004690,가스 유틸리티,True,4.2,2.74,1.69,2.23,24.9,25.33,180.869
삼호개발,010960,건설,True,9.93,8.53,6.05,0.98,5.01,6.98,56.637
삼화왕관,004450,포장재,True,4.5,5.6,8.06,5.88,10.03,13.64,64.484
삼화전기,009470,전기제품,True,-0.76,17.99,0.59,2.76,110.15,143.11,104.239
삼화전자공업,011230,전자장비와 기기,True,2.49,9.52,-3.75,0.39,-10.6,39.58,273.904
삼화콘덴서공업,001820,전기제품,True,13.86,17.99,10.17,2.76,28.04,143.11,39.597
삼화페인트공업,000390,건축자재,True,3.86,4.02,2.21,0,34.68,39.63,98.691
상상인증권,001290,증권,True,-18.71,12.58,7.7,6.64,33.15,7.64,
상신브레이크,041650,자동차부품,True,1.07,1.38,1.69,-1.59,-12.27,34.78,155.681
새론오토모티브,075180,자동차부품,True,-8.21,1.38,-5.67,-1.59,-11.96,34.78,19.989
샘표,007540,식품,True,140.07,10.85,14.31,4.04,7.72,19.05,32.045
샘표식품,248170,식품,True,27.63,10.85,14.69,4.04,5.57,19.05,43.803
서연,007860,자동차부품,True,-11.6,1.38,0.44,-1.59,-3.15,34.78,175.198
서연이화,200880,자동차부품,True,-6.3,1.38,0.59,-1.59,-1.45,34.78,192.878
서울도시가스,017390,가스 유틸리티,True,2.28,2.74,-1.19,2.23,21.45,25.33,63.606
서울식품공업,004410,식품,True,12.29,10.85,-1.33,4.04,-39.36,19.05,204.327
서원,021050,비철금속,True,1.32,3.09,2.32,-5.72,-152.06,21.62,106.181
서흥,008490,생명과학 도구 및 서비스,True,10.62,19.79,12.29,-2011.32,12.34,48.37,115.463
선도전기,007610,전기장비,True,-1.66,6.05,2.34,2.33,20.32,-73.59,93.048
선진,136490,식품,True,16.26,10.85,5.68,4.04,4.72,19.05,196.816
선창산업,002820,종이와 목재,True,-6.13,-1.93,-3.53,-3.3,-2.31,31.73,150.715
성문전자,014910,전기제품,True,-7.51,17.99,-2.32,2.76,-37.5,143.11,55.079
성보화학,003080,화학,True,-10.3,9.18,279.35,4.6,-50.95,52.9,17.604
성신양회,004980,건축자재,True,1,4.02,1.3,0,17.76,39.63,157.183
성안,011300,"섬유, 의류, 신발, 호화품",True,3.48,5.16,-22.45,-0.15,-1.02,26.53,292.779
성창기업지주,000180,종이와 목재,True,-5.92,-1.93,5.51,-3.3,102.16,31.73,33.859
세기상사,002420,방송과엔터테인먼트,True,-1.99,14.98,-36.79,-19.87,-21.79,-34.19,85.209
세방,004360,항공화물운송과 물류,True,3.68,4.94,1.61,1.35,82.46,17.2,35.325
세방전지,004490,자동차부품,True,5.87,1.38,6.83,-1.59,7.02,34.78,43.235
세아베스틸,001430,철강,True,5.36,4.43,1.31,0.84,33.39,39.86,80.369
세아제강,306200,철강,True,,,,,,,80.112
세아제강지주,003030,철강,True,13.73,4.43,2.48,0.84,-27.21,39.86,81.059
세아특수강,019440,철강,True,2.37,4.43,1.1,0.84,58.38,39.86,75.071
세아홀딩스,058650,철강,True,6.92,4.43,0.57,0.84,38.17,39.86,79.946
세우글로벌,013000,판매업체,True,-13.46,-15.89,6.61,-209.8,27.1,-42.1,14.280
세원셀론텍,091090,석유와 가스,True,-6.44,7.14,1.03,-10.86,-36.27,-9.59,103.070
세원정공,021820,자동차부품,True,-12.36,1.38,-4.37,-1.59,5.42,34.78,21.032
세이브존I&C,067830,백화점과 일반상점,True,-4.52,5,12.81,-12.81,9.69,-27.53,29.316
세종공업,033530,자동차부품,True,1.91,1.38,-0.84,-1.59,-14.02,34.78,161.289
세진중공업,075580,조선,True,-11.54,-3.94,-0.03,-8.11,-59.43,-28.74,151.697
세하,027970,포장재,True,3.69,5.6,12.11,5.88,5.89,13.64,395.477
세화아이엠씨,145210,자동차부품,True,-21.35,1.38,-8.45,-1.59,-4.21,34.78,637.221
센트랄모텍,308170,자동차부품,True,5.15,1.38,3.53,-1.59,40.23,34.78,140.861
센트럴인사이트,012600,컴퓨터와 주변기기,True,5.41,7.43,-11.17,-12.44,-16.11,-50.84,631.749
셀트리온,068270,제약,True,18.94,11.49,37.3,-258.45,80.01,111.38,33.944
송원산업,004430,화학,True,5.46,9.18,7.25,4.6,11.77,52.9,105.317
수산중공업,017550,기계,True,21.11,8.28,4.97,-8.39,683.64,-24.97,82.509
시디즈,134790,가구,True,168.72,27.33,7.1,4.89,8.71,21.8,109.330
신대양제지,016590,포장재,True,36.82,5.6,11.71,5.88,4.74,13.64,33.953
신도리코,029530,사무용 전자제품,True,-5.58,17.18,-5.21,0.97,-42.45,-156.28,8.829
신라교역,004970,식품,True,6.66,10.85,-3.05,4.04,165.73,19.05,19.647
신성이엔지,011930,반도체와 반도체 장비,True,27.59,11.5,2.71,4.25,117.23,16.95,260.666
신성통상,005390,"섬유, 의류, 신발, 호화품",True,5.21,5.16,2.16,-0.15,76.36,26.53,198.731
신세계,004170,백화점과 일반상점,True,29.45,5,3.11,-12.81,-8.54,-27.53,136.050
신세계I&C,035510,IT서비스,True,15.45,9.32,5.7,-0.65,3.39,23.68,45.433
신세계건설,034300,건설,True,-10.93,8.53,2.4,0.98,9.47,6.98,293.632
신세계인터내셔날,031430,"섬유, 의류, 신발, 호화품",True,11.75,5.16,3.39,-0.15,18.5,26.53,88.367
신세계푸드,031440,"호텔, 레스토랑, 레저",True,7.28,10.8,0.74,-70.93,-58.71,-41.28,132.707
신송홀딩스,006880,식품과 기본식료품 소매,True,8.33,11.17,1.44,4.51,-1.39,99.29,120.508
신영와코루,005800,"섬유, 의류, 신발, 호화품",True,-0.61,5.16,1.89,-0.15,15.59,26.53,9.567
신영증권,001720,증권,True,8.96,12.58,7.98,6.64,6.31,7.64,
신원,009270,"섬유, 의류, 신발, 호화품",True,1.78,5.16,0.21,-0.15,-34.6,26.53,100.132
신일전자,002700,가정용 기기와 용품,True,5.44,5.66,0.02,1.63,26.81,17.25,44.091
신풍제약,019170,제약,True,-0.77,11.49,1.93,-258.45,3481.45,111.38,81.761
신풍제지,002870,포장재,True,6.84,5.6,-24.93,5.88,23.33,13.64,169.451
신한알파리츠,293940,부동산,True,,,,,,,161.904
신한지주,055550,은행,True,10.42,8.33,15.83,12.84,5.31,5.11,
신화실업,001770,철강,True,1.84,4.43,-0.24,0.84,67.82,39.86,91.177
신흥,004080,건강관리장비와 용품,True,-0.36,16.26,3.79,-217.67,14.27,305.67,66.790
