title,code,sector,isKOSPI,saleGrowthRate,saleGrowthRateAvg,operatingMarginRate,operatingMarginRateAvg,crawledPER,crawledPERAvg,debtRatio
위세아이텍,065370,IT서비스,False,4.78,9.32,14.77,-0.65,29.4,23.68,61.962
위즈코프,038620,석유와 가스,False,7.43,7.14,3.49,-10.86,54.07,-9.59,4.299
위지윅스튜디오,299900,방송과엔터테인먼트,False,249.94,14.98,0.57,-19.87,-163.73,-34.19,54.977
위지트,036090,디스플레이장비 및 부품,False,-0.58,0.55,-9.87,-4.96,-59.56,84.62,42.095
윈스,136540,소프트웨어,False,3.73,9.35,21.67,2.33,10.94,165.38,44.286
윈텍,320000,전자장비와 기기,False,,,,,,,9.079
윈팩,097800,반도체와 반도체 장비,False,41.26,11.5,9.53,4.25,6.11,16.95,149.697
윈하이텍,192390,건축제품,False,9.41,3.76,-12.6,-0.85,-10.85,-52.33,115.771
윌링스,313760,에너지 장비 및 서비스,False,-4.46,33.72,-1.03,-35.36,62.55,-71.27,34.469
윙입푸드,900340,식품,False,13.69,10.85,13.9,4.04,7.72,19.05,26.025
유니셈,036200,반도체와 반도체 장비,False,15.76,11.5,16.43,4.25,7.89,16.95,35.496
유니슨,018000,기계,False,13.08,8.28,-36.84,-8.39,-79.2,-24.97,231.979
유니온커뮤니티,203450,전자장비와 기기,False,0.35,9.52,5.68,0.39,18.82,39.58,57.635
유니크,011320,자동차부품,False,-4.06,1.38,-2.09,-1.59,-96.6,34.78,111.404
유니테스트,086390,반도체와 반도체 장비,False,19.31,11.5,0.88,4.25,40.64,16.95,21.704
유니테크노,241690,자동차부품,False,6.3,1.38,5.93,-1.59,26.85,34.78,73.622
유니트론텍,142210,반도체와 반도체 장비,False,24.09,11.5,3.94,4.25,8.57,16.95,150.491
유라테크,048430,자동차부품,False,-1.23,1.38,0.5,-1.59,34.31,34.78,23.399
유바이오로직스,206650,생물공학,False,89.7,29.47,4.58,-688.98,8795.26,-67.3,165.408
유비벨록스,089850,통신장비,False,42.56,16.58,5.17,-6.07,8.26,-127.97,59.774
유비케어,032620,건강관리기술,False,17.55,9.54,10.93,-293.38,76.57,-3720.65,29.158
유비쿼스,264450,통신장비,False,,,,,,,44.897
유비쿼스홀딩스,078070,통신장비,False,144.86,16.58,15.21,-6.07,62.73,-127.97,15.701
유성티엔에스,024800,도로와 철도운송,False,-6.69,-1.27,1.92,0.07,2.64,29.08,94.230
유신,054930,건설,False,3.19,8.53,-1.16,0.98,-482.97,6.98,92.230
유아이디,069330,디스플레이장비 및 부품,False,10.25,0.55,-22.13,-4.96,-0.94,84.62,258.455
유아이엘,049520,핸드셋,False,-2.76,3.39,-3.25,-7.02,-13.39,102.62,24.717
유안타제3호스팩,287410,창업투자,False,,,,,,,
유안타제4호스팩,313750,창업투자,False,,,,,,,
유안타제5호스팩,336060,창업투자,False,,,,,,,
유안타제6호스팩,340360,창업투자,False,,,,,,,
유앤아이,056090,건강관리장비와 용품,False,43.88,16.26,-17.83,-217.67,-6.66,305.67,87.115
유에스티,263770,철강,False,,,,,,,31.422
유진기업,023410,건축자재,False,10.7,4.02,9.79,0,9.73,39.63,472.140
유진로봇,056080,가정용 기기와 용품,False,6.44,5.66,-23.6,1.63,-4.82,17.25,77.207
유진스팩4호,321260,창업투자,False,,,,,,,
유진스팩5호,331380,창업투자,False,,,,,,,
유진테크,084370,반도체와 반도체 장비,False,13.36,11.5,6.23,4.25,-169.2,16.95,13.494
유테크,178780,핸드셋,False,15.24,3.39,-22.49,-7.02,-49.61,102.62,89.627
유티아이,179900,핸드셋,False,17.51,3.39,-3.04,-7.02,-221.4,102.62,33.869
유틸렉스,263050,생물공학,False,,,,,,,20.982
육일씨엔에쓰,191410,핸드셋,False,12.52,3.39,-27.38,-7.02,-2.24,102.62,145.885
율호,072770,IT서비스,False,1.58,9.32,1.7,-0.65,114,23.68,148.004
이건홀딩스,039020,건축제품,False,42.38,3.76,2.77,-0.85,-43.54,-52.33,138.848
이그잭스,060230,전자장비와 기기,False,-7.17,9.52,4.23,0.39,-19.7,39.58,59.178
이글루시큐리티,067920,소프트웨어,False,9.15,9.35,0.2,2.33,23.72,165.38,22.663
이글벳,044960,제약,False,6.07,11.49,5.76,-258.45,72.73,111.38,29.302
이노메트리,302430,전기제품,False,25.42,17.99,12.26,2.76,43.54,143.11,17.730
이노와이어리스,073490,통신장비,False,22.48,16.58,17.88,-6.07,27,-127.97,49.544
이노와이즈,086250,자동차부품,False,-20.74,1.38,-85.79,-1.59,-1.8,34.78,
이노인스트루먼트,215790,통신장비,False,,,,,,,186.230
이노테라피,246960,건강관리장비와 용품,False,90.29,16.26,-557.18,-217.67,-25.68,305.67,14.107
이녹스,088390,레저용 장비와 제품,False,-7.51,-0.98,-8,-7.84,-10.35,-20.63,53.326
이녹스첨단소재,272290,전자장비와 기기,False,,,,,,,86.788
이니텍,053350,소프트웨어,False,7.56,9.35,1.08,2.33,-8.33,165.38,29.406
이더블유케이,258610,기계,False,-10.52,8.28,-4.24,-8.39,-232.89,-24.97,46.897
이디티,215090,우주항공과 국방,False,1.54,14.15,-17.62,-5.6,-4.8,21.56,41.344
이라이콤,041520,디스플레이장비 및 부품,False,-3.26,0.55,2.01,-4.96,13.26,84.62,15.717
이랜시스,264850,전자장비와 기기,False,15.51,9.52,7.84,0.39,27.49,39.58,92.579
이랜텍,054210,핸드셋,False,6.58,3.39,1.61,-7.02,-6.95,102.62,155.552
이루다,164060,건강관리장비와 용품,False,27.72,16.26,16.43,-217.67,34.51,305.67,
이루온,065440,IT서비스,False,-2.04,9.32,-0.96,-0.65,-1289.35,23.68,71.506
이매진아시아,036260,방송과엔터테인먼트,False,-26.61,14.98,-49.43,-19.87,-7.38,-34.19,50.435
이미지스,115610,핸드셋,False,-25.06,3.39,-33.85,-7.02,-2.48,102.62,25.092
이베스트스팩5호,349720,창업투자,False,,,,,,,
이베스트이안스팩1호,323210,창업투자,False,,,,,,,
이베스트투자증권,078020,증권,False,18.24,12.58,5.6,6.64,6.29,7.64,
이상네트웍스,080010,인터넷과 카탈로그 소매,False,14.48,9.76,2.83,25.67,5.32,21.19,44.693
이수앱지스,086890,제약,False,3.32,11.49,-82,-258.45,-10.65,111.38,68.101
이스트소프트,047560,소프트웨어,False,10.92,9.35,0.06,2.33,-31.13,165.38,146.931
이스트아시아홀딩스,900110,"섬유, 의류, 신발, 호화품",False,-5.5,5.16,-8.76,-0.15,-165.78,26.53,8.675
이씨에스,067010,IT서비스,False,8.12,9.32,5.79,-0.65,12.28,23.68,36.093
이에스에이,052190,방송과엔터테인먼트,False,26.78,14.98,-150.5,-19.87,-0.87,-34.19,7.515
이엑스티,226360,건축자재,False,2.09,4.02,9.13,0,-4.95,39.63,145.591
이엔드디,101360,자동차부품,False,30.64,1.38,16.79,-1.59,39.99,34.78,
이엔에프테크놀로지,102710,화학,False,13.19,9.18,15.17,4.6,11.73,52.9,43.565
이엘피,063760,디스플레이장비 및 부품,False,6.51,0.55,12.59,-4.96,6.54,84.62,9.103
이엠넷,123570,광고,False,10.35,17.36,16.54,15.59,17.05,18.07,56.106
이엠앤아이,083470,핸드셋,False,-61.01,3.39,-7.02,-7.02,1.07,102.62,118.649
이엠코리아,095190,기계,False,-6.13,8.28,-9.55,-8.39,-14.41,-24.97,145.445
이엠텍,091120,핸드셋,False,5.5,3.39,-12.04,-7.02,-15.17,102.62,31.265
이오테크닉스,039030,반도체와 반도체 장비,False,-12.46,11.5,7.48,4.25,55.99,16.95,13.357
이오플로우,294090,건강관리장비와 용품,False,,,,,,,
이원컴포텍,088290,자동차부품,False,8.66,1.38,-0.9,-1.59,71.37,34.78,92.385
이즈미디어,181340,핸드셋,False,15.92,3.39,-38.94,-7.02,-2.92,102.62,111.517
이지바이오,353810,식품,False,,,,,,,
이지웰,090850,상업서비스와 공급품,False,16.31,13.39,13.02,8.48,31.39,25.07,147.996
이지케어텍,099750,건강관리기술,False,6.92,9.54,-7.53,-293.38,-41.72,-3720.65,25.338
이지홀딩스,035810,식품,False,4.84,10.85,2.38,4.04,3.4,19.05,144.119
이큐셀,160600,디스플레이장비 및 부품,False,-28.77,0.55,-42.26,-4.96,-0.52,84.62,382.867
이크레더블,092130,상업서비스와 공급품,False,9.12,13.39,33.36,8.48,20.3,25.07,16.614
이테크건설,016250,건설,False,12.54,8.53,5.77,0.98,17.66,6.98,291.802
이트론,096040,전자장비와 기기,False,6.26,9.52,-1.69,0.39,-12.85,39.58,60.442
이퓨쳐,134060,교육서비스,False,7.82,7.93,3.26,-8.99,110.08,-24.02,25.713
이화공영,001840,건설,False,-5.7,8.53,0.68,0.98,123.14,6.98,99.878
이화전기,024810,전기장비,False,7.51,6.05,-14.17,2.33,-14.08,-73.59,7.868
인바디,041830,건강관리장비와 용품,False,13.6,16.26,16.48,-217.67,18.06,305.67,10.780
인베니아,079950,디스플레이장비 및 부품,False,-1.19,0.55,0.51,-4.96,-9.65,84.62,313.460
인산가,277410,식품,False,,,,,,,61.894
인선이엔티,060150,상업서비스와 공급품,False,10.72,13.39,23.53,8.48,14.14,25.07,68.239
인성정보,033230,통신장비,False,-0.8,16.58,1.12,-6.07,-9.83,-127.97,362.476
인지디스플레,037330,디스플레이장비 및 부품,False,12.69,0.55,4.48,-4.96,19.78,84.62,134.309
인콘,083640,전자장비와 기기,False,-5.21,9.52,-2.52,0.39,-6.67,39.58,56.504
인크로스,216050,광고,False,3.09,17.36,36.12,15.59,36.61,18.07,119.430
인탑스,049070,핸드셋,False,15.16,3.39,6.76,-7.02,14.41,102.62,32.877
인터로조,119610,건강관리장비와 용품,False,7.89,16.26,24.81,-217.67,13.21,305.67,37.782
인터엠,017250,전자장비와 기기,False,-0.99,9.52,-11.21,0.39,-3.01,39.58,74.571
인터파크,035080,인터넷과 카탈로그 소매,False,-3.91,9.76,0.45,25.67,-8.43,21.19,165.843
인터플렉스,051370,전자장비와 기기,False,-8.63,9.52,-10.06,0.39,-7.06,39.58,61.322
인텍플러스,064290,반도체와 반도체 장비,False,34.3,11.5,7.52,4.25,32.52,16.95,93.402
인텔리안테크,189300,통신장비,False,14.89,16.58,1.46,-6.07,61.72,-127.97,69.404
인트로메딕,150840,건강관리장비와 용품,False,1.58,16.26,-130.43,-217.67,-5.12,305.67,110.071
인트론바이오,048530,생명과학 도구 및 서비스,False,-6.53,19.79,-24.98,-2011.32,163.79,48.37,36.933
인포마크,175140,핸드셋,False,5.72,3.39,-24.23,-7.02,-3.44,102.62,373.668
인포바인,115310,IT서비스,False,-2.79,9.32,45.03,-0.65,7.74,23.68,6.580
인포뱅크,039290,IT서비스,False,2.87,9.32,0.69,-0.65,93.06,23.68,31.306
인프라웨어,041020,소프트웨어,False,16.85,9.35,-35.52,2.33,-23.6,165.38,25.389
인피니트헬스케어,071200,건강관리기술,False,1.27,9.54,7.73,-293.38,31.88,-3720.65,26.618
인화정공,101930,조선,False,10.52,-3.94,1.62,-8.11,27.17,-28.74,115.716
일신바이오,068330,생명과학 도구 및 서비스,False,13.7,19.79,23.3,-2011.32,64.48,48.37,15.568
일야,058450,핸드셋,False,-25.79,3.39,3.52,-7.02,-2.41,102.62,312.199
일지테크,019540,자동차부품,False,-17.73,1.38,-12.01,-1.59,-13.97,34.78,193.861
일진파워,094820,건설,False,11.25,8.53,8.24,0.98,6.4,6.98,54.475
잉글우드랩,950140,화장품,False,18.96,25.83,4.56,-29.3,48.38,62.6,88.701
잉크테크,049550,컴퓨터와 주변기기,False,-7.04,7.43,-2.44,-12.44,-22.75,-50.84,200.542
자비스,254120,기계,False,6.1,8.28,-3.39,-8.39,-37.59,-24.97,90.133
자안,221610,화학,False,-7.46,9.18,-46.13,4.6,-9.81,52.9,36.377
자연과환경,043910,상업서비스와 공급품,False,46.35,13.39,-3.36,8.48,-16.11,25.07,59.457
자이글,234920,가정용 기기와 용품,False,-33.72,5.66,-18.24,1.63,-3.46,17.25,21.136
장원테크,174880,핸드셋,False,-2.15,3.39,-41.11,-7.02,-1.47,102.62,150.229
재영솔루텍,049630,핸드셋,False,-1.33,3.39,1.2,-7.02,167.82,102.62,195.218
전진바이오팜,110020,화학,False,-6.36,9.18,-40.59,4.6,-41.87,52.9,121.188
전파기지국,065530,무선통신서비스,False,-2.77,1.04,3.62,5.5,100.21,12.66,114.112
정다운,208140,식품,False,29.63,10.85,-0.76,4.04,-82.3,19.05,142.415
정산애강,022220,건축제품,False,0.99,3.76,7.25,-0.85,23.79,-52.33,13.612
정상제이엘에스,040420,교육서비스,False,3.9,7.93,9.87,-8.99,20.83,-24.02,73.189
정원엔시스,045510,IT서비스,False,-2.74,9.32,0.57,-0.65,223.13,23.68,135.082
제낙스,065620,비철금속,False,-16.07,3.09,-281.14,-5.72,-5.96,21.62,1575.774
제너셈,217190,반도체와 반도체 장비,False,27.55,11.5,-0.43,4.25,102.27,16.95,131.847
제넥신,095700,생물공학,False,-0.14,29.47,-684.49,-688.98,-718.95,-67.3,20.635
제넨바이오,072520,상업서비스와 공급품,False,49.19,13.39,-67.24,8.48,-12.61,25.07,273.295
제노레이,122310,건강관리장비와 용품,False,19.37,16.26,20.54,-217.67,10.36,305.67,31.772
제노포커스,187420,생물공학,False,28.58,29.47,-15.59,-688.98,-38.79,-67.3,60.849
제놀루션,225220,건강관리장비와 용품,False,38.1,16.26,3.75,-217.67,-430.04,305.67,
제닉,123330,화장품,False,-16.47,25.83,-4.99,-29.3,-2.14,62.6,114.258
제로투세븐,159580,"섬유, 의류, 신발, 호화품",False,-0.42,5.16,2.68,-0.15,41.11,26.53,75.420
제룡산업,147830,전기장비,False,-8.33,6.05,8.85,2.33,9.07,-73.59,8.218
제룡전기,033100,전기장비,False,4.28,6.05,10.48,2.33,14.33,-73.59,14.694
제우스,079370,반도체와 반도체 장비,False,3.61,11.5,2.43,4.25,18.91,16.95,66.656
제이브이엠,054950,건강관리장비와 용품,False,3.92,16.26,11.37,-217.67,27.9,305.67,45.711
제이스텍,090470,디스플레이장비 및 부품,False,-5.59,0.55,-2.51,-4.96,-44.94,84.62,17.918
제이씨케미칼,137950,에너지 장비 및 서비스,False,9.33,33.72,6.3,-35.36,31.35,-71.27,160.900
제이씨현시스템,033320,전자장비와 기기,False,3.3,9.52,3.25,0.39,37.41,39.58,47.362
제이앤티씨,204270,전자장비와 기기,False,8.25,9.52,24.72,0.39,7.39,39.58,51.755
제이에스티나,026040,"섬유, 의류, 신발, 호화품",False,-17.34,5.16,-37.08,-0.15,-1.04,26.53,81.033
제이엔케이히터,126880,기계,False,16.26,8.28,7.7,-8.39,12.25,-24.97,98.444
제이엘케이,322510,건강관리기술,False,-25.56,9.54,-2243.76,-293.38,-17.31,-3720.65,6.605
제이엠아이,033050,디스플레이장비 및 부품,False,-14.36,0.55,-3.2,-4.96,-7.86,84.62,134.393
제이엠티,094970,디스플레이장비 및 부품,False,-4.78,0.55,-0.67,-4.96,557.62,84.62,29.674
제이웨이,058420,방송과엔터테인먼트,False,15.11,14.98,-38.8,-19.87,-2.52,-34.19,64.813
제이티,089790,반도체와 반도체 장비,False,23.79,11.5,9.7,4.25,37.25,16.95,113.608
제일바이오,052670,제약,False,-13.75,11.49,-1.03,-258.45,119.89,111.38,9.584
제일제강,023440,철강,False,-12.79,4.43,-18.57,0.84,-13.22,39.86,37.378
제일테크노스,038010,건축제품,False,4.91,3.76,0.64,-0.85,64.51,-52.33,108.485
제주반도체,080220,반도체와 반도체 장비,False,41.99,11.5,5.61,4.25,41.53,16.95,149.707
제테마,216080,건강관리장비와 용품,False,1.73,16.26,-80.71,-217.67,-28.97,305.67,83.532
젠큐릭스,229000,건강관리장비와 용품,False,-38.45,16.26,-4801.54,-217.67,-13.54,305.67,
젬백스,082270,반도체와 반도체 장비,False,14.52,11.5,-2.53,4.25,-16.81,16.95,71.853
젬백스링크,064800,"섬유, 의류, 신발, 호화품",False,42.14,5.16,5.23,-0.15,22.79,26.53,41.541
젬백스지오,041590,에너지 장비 및 서비스,False,-26.51,33.72,-4.72,-35.36,-1.79,-71.27,91.340
조광ILI,044060,기계,False,0.05,8.28,22.25,-8.39,19.92,-24.97,64.607
조아제약,034940,제약,False,6.73,11.49,-0.6,-258.45,-101.53,111.38,67.620
조이맥스,101730,게임엔터테인먼트,False,-1.09,37.78,-13.98,-22.21,-3.49,31.52,498.035
조이시티,067000,게임엔터테인먼트,False,12.46,37.78,14.11,-22.21,19.65,31.52,159.495
좋은사람들,033340,"섬유, 의류, 신발, 호화품",False,0.01,5.16,-12.29,-0.15,-5.01,26.53,43.103
주성엔지니어링,036930,반도체와 반도체 장비,False,-1.13,11.5,3.21,4.25,132.12,16.95,81.590
줌인터넷,239340,양방향미디어와서비스,False,8.56,21.26,6.37,-21.71,-85.14,105.03,21.929
중앙백신,072020,제약,False,-4.6,11.49,13.48,-258.45,36.78,111.38,11.810
중앙에너비스,000440,석유와 가스,False,-10.49,7.14,0.59,-10.86,473.4,-9.59,36.458
